"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"UP_SEQ_FEATURE","REGION:Disordered","65.80%","1676","2463","13109","22253","1.11e-23","2.94e-20","1.16","5.87e-20","2.92e-20","9.43e-24"
"UP_KW_PTM","Phosphoprotein","55.83%","1422","1900","7858","13214","5.21e-52","1.51e-50","1.26","1.46e-50","1.41e-50","3.96e-52"
"GOTERM_CC_DIRECT","cytoplasm","37.30%","950","2509","6408","29722","7.92e-85","2.90e-82","1.76","8.70e-82","2.57e-82","4.20e-85"
"GOTERM_CC_DIRECT","nucleus","37.22%","948","2509","6018","29722","1.93e-100","2.12e-97","1.87","2.12e-97","1.88e-97","9.53e-101"
"UP_KW_CELLULAR_COMPONENT","Nucleus","36.95%","941","2244","5284","18649","1.52e-49","7.93e-48","1.48","7.93e-48","6.55e-48","9.62e-50"
"UP_KW_CELLULAR_COMPONENT","Cytoplasm","35.06%","893","2244","5460","18649","1.85e-30","4.81e-29","1.36","9.61e-29","3.97e-29","1.29e-30"
"UP_SEQ_FEATURE","COMPBIAS:Basic and acidic residues","34.31%","874","2463","6189","22253","3.02e-19","5.33e-16","1.28","1.60e-15","5.30e-16","2.29e-19"
"GOTERM_MF_DIRECT","protein binding","32.78%","835","2457","5596","28924","2.45e-72","5.04e-69","1.76","5.04e-69","4.70e-69","1.30e-72"
"UP_SEQ_FEATURE","COMPBIAS:Polar residues","30.90%","787","2463","5628","22253","2.53e-15","2.68e-12","1.26","1.35e-11","2.66e-12","1.91e-15"
"GOTERM_CC_DIRECT","cytosol","27.37%","697","2509","4363","29722","4.45e-71","1.22e-68","1.89","4.89e-68","1.08e-68","2.16e-71"
"GOTERM_CC_DIRECT","nucleoplasm","26.34%","671","2509","3572","29722","1.42e-99","7.79e-97","2.23","1.56e-96","6.91e-97","5.66e-100"
"UP_KW_PTM","Acetylation","25.64%","653","1900","3221","13214","1.04e-26","1.51e-25","1.41","2.91e-25","1.40e-25","6.87e-27"
"UP_KW_LIGAND","Metal-binding","23.52%","599","971","3994","6792","2.78e-2","2.27e-1","1.05","7.49e-1","2.27e-1","2.61e-2"
"UP_KW_DOMAIN","Repeat","23.32%","594","1658","4562","14896","1.02e-6","6.32e-6","1.17","3.16e-5","5.30e-6","8.15e-7"
"GOTERM_CC_DIRECT","membrane","21.08%","537","2509","5706","29722","2.26e-3","2.76e-2","1.11","9.17e-1","2.45e-2","2.03e-3"
"UP_KW_PTM","Ubl conjugation","18.53%","472","1900","2448","13214","1.00e-13","9.68e-13","1.34","2.80e-12","9.01e-13","7.13e-14"
"GOTERM_MF_DIRECT","metal ion binding","16.92%","431","2457","2748","28924","8.66e-39","8.89e-36","1.85","1.78e-35","8.30e-36","4.33e-39"
"UP_KW_BIOLOGICAL_PROCESS","Transcription","16.02%","408","1528","2166","11473","5.89e-16","9.37e-14","1.41","8.83e-14","8.55e-14","3.92e-16"
"UP_KW_LIGAND","Zinc","15.70%","400","971","2455","6792","3.03e-4","1.49e-2","1.14","1.47e-2","1.49e-2","2.53e-4"
"UP_KW_DOMAIN","Coiled coil","15.67%","399","1658","2624","14896","1.54e-12","1.59e-11","1.37","4.77e-11","1.33e-11","1.10e-12"
"UP_KW_BIOLOGICAL_PROCESS","Transcription regulation","15.47%","394","1528","2110","11473","1.09e-14","8.63e-13","1.40","1.73e-12","7.87e-13","7.07e-15"
"UP_KW_MOLECULAR_FUNCTION","Transferase","13.51%","344","1476","1985","12454","3.60e-15","3.35e-13","1.46","3.30e-13","2.52e-13","2.29e-15"
"GOTERM_CC_DIRECT","mitochondrion","13.39%","341","2509","1818","29722","4.11e-47","9.03e-45","2.22","4.52e-44","8.01e-45","1.64e-47"
"UP_KW_PTM","Isopeptide bond","12.88%","328","1900","1613","13214","2.92e-12","2.12e-11","1.41","8.17e-11","1.97e-11","1.90e-12"
"GOTERM_MF_DIRECT","identical protein binding","12.80%","326","2457","2094","28924","2.42e-28","1.24e-25","1.83","4.97e-25","1.16e-25","1.22e-28"
"UP_SEQ_FEATURE","COMPBIAS:Acidic residues","12.41%","316","2463","2121","22253","1.10e-8","8.28e-6","1.35","5.80e-5","8.24e-6","7.91e-9"
"UP_SEQ_FEATURE","COMPBIAS:Basic residues","11.97%","305","2463","2312","22253","4.97e-4","9.40e-2","1.19","9.28e-1","9.35e-2","4.29e-4"
"UP_KW_BIOLOGICAL_PROCESS","Transport","11.74%","299","1528","2048","11473","3.89e-2","2.69e-1","1.10","9.98e-1","2.46e-1","3.37e-2"
"UP_KW_LIGAND","Nucleotide-binding","11.74%","299","971","1865","6792","7.84e-3","7.68e-2","1.12","3.20e-1","7.68e-2","6.88e-3"
"UP_KW_MOLECULAR_FUNCTION","Hydrolase","11.66%","297","1476","1835","12454","1.86e-9","5.75e-8","1.37","1.73e-7","4.33e-8","1.27e-9"
"GOTERM_MF_DIRECT","zinc ion binding","11.62%","296","2457","1667","28924","1.16e-35","7.91e-33","2.09","2.37e-32","7.38e-33","4.97e-36"
"UP_KW_DOMAIN","Zinc-finger","10.88%","277","1658","1479","14896","4.67e-20","1.45e-18","1.68","1.45e-18","1.21e-18","2.54e-20"
"UP_KW_CELLULAR_COMPONENT","Mitochondrion","10.09%","257","2244","1306","18649","2.23e-16","3.86e-15","1.64","1.15e-14","3.19e-15","1.73e-16"
"GOTERM_BP_DIRECT","regulation of transcription by RNA polymerase II","9.38%","239","2485","1569","29712","2.25e-20","6.88e-17","1.82","1.38e-16","6.67e-17","1.14e-20"
"GOTERM_MF_DIRECT","ATP binding","9.34%","238","2457","1543","28924","3.60e-20","1.23e-17","1.82","7.38e-17","1.15e-17","1.83e-20"
"UP_SEQ_FEATURE","CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2)","9.11%","232","2463","1049","22253","5.65e-26","2.99e-22","2.00","2.99e-22","2.98e-22","2.48e-26"
"UP_KW_MOLECULAR_FUNCTION","DNA-binding","8.87%","226","1476","1734","12454","6.35e-2","2.04e-1","1.10","9.98e-1","1.53e-1","5.55e-2"
"UP_KW_LIGAND","ATP-binding","8.87%","226","971","1428","6792","4.12e-2","2.88e-1","1.11","8.73e-1","2.88e-1","3.46e-2"
"KEGG_PATHWAY","Metabolic pathways","8.87%","226","1084","1650","9565","8.01e-4","3.11e-2","1.21","2.44e-1","2.79e-2","6.48e-4"
"GOTERM_MF_DIRECT","DNA binding","8.87%","226","2457","1593","28924","1.01e-14","2.96e-12","1.67","2.07e-11","2.76e-12","5.50e-15"
"UP_KW_CELLULAR_COMPONENT","Endoplasmic reticulum","8.64%","220","2244","1319","18649","2.34e-7","2.03e-6","1.39","1.22e-5","1.68e-6","1.55e-7"
"UP_SEQ_FEATURE","COMPBIAS:Pro residues","8.48%","216","2463","1715","22253","2.48e-2","1.00e+0","1.14","1.00e+0","9.95e-1","2.12e-2"
"GOTERM_CC_DIRECT","endoplasmic reticulum","7.93%","202","2509","1262","29722","3.00e-19","3.66e-17","1.90","3.29e-16","3.25e-17","1.45e-19"
"GOTERM_CC_DIRECT","Golgi apparatus","7.93%","202","2509","1149","29722","4.59e-24","7.19e-22","2.08","5.04e-21","6.38e-22","1.98e-24"
"GOTERM_BP_DIRECT","positive regulation of transcription by RNA polymerase II","7.89%","201","2485","1284","29712","1.59e-18","3.24e-15","1.87","9.73e-15","3.14e-15","7.82e-19"
"GOTERM_CC_DIRECT","nucleolus","7.81%","199","2509","966","29722","9.08e-33","1.66e-30","2.44","9.97e-30","1.47e-30","3.23e-33"
"UP_KW_CELLULAR_COMPONENT","Cytoskeleton","7.54%","192","2244","1376","18649","1.67e-2","7.88e-2","1.16","5.83e-1","6.52e-2","1.34e-2"
"GOTERM_CC_DIRECT","endoplasmic reticulum membrane","7.07%","180","2509","1110","29722","8.22e-18","8.21e-16","1.92","9.03e-15","7.28e-16","3.92e-18"
"UP_KW_CELLULAR_COMPONENT","Golgi apparatus","6.99%","178","2244","937","18649","3.37e-10","4.38e-9","1.58","1.75e-8","3.62e-9","1.84e-10"
"GOTERM_CC_DIRECT","intracellular membrane-bounded organelle","6.64%","169","2509","997","29722","1.21e-18","1.33e-16","2.01","1.33e-15","1.18e-16","5.48e-19"
"GOTERM_BP_DIRECT","regulation of DNA-templated transcription","6.48%","165","2485","1037","29712","9.62e-16","8.42e-13","1.90","6.12e-12","8.16e-13","4.72e-16"
"GOTERM_MF_DIRECT","RNA binding","6.20%","158","2457","816","28924","6.01e-23","2.47e-20","2.28","1.23e-19","2.30e-20","2.33e-23"
"UP_KW_MOLECULAR_FUNCTION","RNA-binding","6.12%","156","1476","716","12454","1.22e-14","5.66e-13","1.84","1.14e-12","4.26e-13","5.86e-15"
"GOTERM_BP_DIRECT","positive regulation of DNA-templated transcription","6.09%","155","2485","782","29712","3.10e-24","1.90e-20","2.37","1.90e-20","1.84e-20","1.14e-24"
"UP_KW_BIOLOGICAL_PROCESS","Ubl conjugation pathway","6.01%","153","1528","726","11473","2.72e-9","6.18e-8","1.58","4.33e-7","5.64e-8","1.56e-9"
"GOTERM_BP_DIRECT","negative regulation of transcription by RNA polymerase II","5.77%","147","2485","1005","29712","2.81e-11","1.33e-8","1.75","1.72e-7","1.28e-8","1.50e-11"
"GOTERM_CC_DIRECT","protein-containing complex","5.65%","144","2509","924","29722","8.01e-13","5.17e-11","1.85","8.80e-10","4.59e-11","3.96e-13"
"INTERPRO","P-loop_NTPase","5.58%","142","2526","930","22271","1.82e-4","1.13e-1","1.35","6.38e-1","1.13e-1","1.27e-4"
"GOTERM_MF_DIRECT","RNA polymerase II cis-regulatory region sequence-specific DNA binding","5.58%","142","2457","1043","28924","2.10e-8","2.16e-6","1.60","4.32e-5","2.02e-6","1.20e-8"
"UP_SEQ_FEATURE","ACT_SITE:Proton acceptor","5.50%","140","2463","867","22253","3.90e-6","1.38e-3","1.46","2.04e-2","1.37e-3","2.51e-6"
"UP_SEQ_FEATURE","TOPO_DOM:Lumenal","5.50%","140","2463","649","22253","8.20e-15","7.23e-12","1.95","4.35e-11","7.20e-12","3.77e-15"
"GOTERM_CC_DIRECT","perinuclear region of cytoplasm","5.34%","136","2509","854","29722","7.39e-13","5.07e-11","1.89","8.11e-10","4.50e-11","3.59e-13"
"UP_KW_DOMAIN","Transit peptide","5.18%","132","1658","557","14896","1.17e-17","1.82e-16","2.13","3.64e-16","1.53e-16","4.74e-18"
"UP_SEQ_FEATURE","TRANSIT:Mitochondrion","5.14%","131","2463","538","22253","1.72e-18","2.28e-15","2.20","9.10e-15","2.26e-15","6.67e-19"
"GOTERM_CC_DIRECT","Golgi membrane","5.10%","130","2509","613","29722","9.19e-23","1.26e-20","2.51","1.01e-19","1.12e-20","3.15e-23"
"UP_KW_BIOLOGICAL_PROCESS","Protein transport","4.95%","126","1528","618","11473","5.54e-7","1.10e-5","1.53","8.80e-5","1.00e-5","3.42e-7"
"UP_KW_MOLECULAR_FUNCTION","Activator","4.95%","126","1476","687","12454","3.88e-7","6.01e-6","1.55","3.61e-5","4.53e-6","2.28e-7"
"UP_KW_CELLULAR_COMPONENT","Endosome","4.91%","125","2244","643","18649","5.01e-8","5.22e-7","1.62","2.61e-6","4.31e-7","2.72e-8"
"GOTERM_BP_DIRECT","chromatin remodeling","4.87%","124","2485","671","29712","4.42e-17","5.41e-14","2.21","2.71e-13","5.24e-14","1.78e-17"
"GOTERM_CC_DIRECT","centrosome","4.79%","122","2509","663","29722","3.32e-16","2.61e-14","2.18","3.66e-13","2.31e-14","2.02e-16"
"UP_KW_LIGAND","Magnesium","4.75%","121","971","681","6792","6.06e-3","7.42e-2","1.24","2.57e-1","7.42e-2","4.57e-3"
"UP_KW_BIOLOGICAL_PROCESS","Cell cycle","4.75%","121","1528","657","11473","1.35e-4","1.78e-3","1.38","2.12e-2","1.63e-3","9.07e-5"
"GOTERM_MF_DIRECT","protein homodimerization activity","4.71%","120","2457","834","28924","1.38e-8","1.49e-6","1.69","2.84e-5","1.39e-6","7.33e-9"
"GOTERM_MF_DIRECT","DNA-binding transcription factor activity, RNA polymerase II-specific","4.67%","119","2457","1043","28924","8.30e-4","1.59e-2","1.34","8.18e-1","1.49e-2","5.68e-4"
"UP_KW_MOLECULAR_FUNCTION","Repressor","4.52%","115","1476","582","12454","2.37e-8","4.42e-7","1.67","2.21e-6","3.32e-7","1.29e-8"
"UP_KW_CELLULAR_COMPONENT","Cytoplasmic vesicle","4.36%","111","2244","742","18649","1.17e-2","6.79e-2","1.24","4.59e-1","5.61e-2","8.45e-3"
"INTERPRO","Znf_C2H2_type","4.32%","110","2526","757","22271","5.08e-3","1.00e+0","1.28","1.00e+0","9.99e-1","3.77e-3"
"INTERPRO","Znf_C2H2_sf","4.32%","110","2526","728","22271","1.45e-3","5.39e-1","1.33","1.00e+0","5.39e-1","1.00e-3"
"SMART","ZnF_C2H2","4.24%","108","1284","711","10943","3.38e-3","4.40e-1","1.29","8.41e-1","4.39e-1","2.46e-3"
"GOTERM_CC_DIRECT","glutamatergic synapse","4.24%","108","2509","869","29722","5.01e-5","1.06e-3","1.47","5.35e-2","9.39e-4","3.03e-5"
"GOTERM_MF_DIRECT","protein-containing complex binding","4.24%","108","2457","687","28924","6.24e-10","9.86e-8","1.85","1.28e-6","9.21e-8","2.96e-10"
"GOTERM_BP_DIRECT","negative regulation of DNA-templated transcription","4.16%","106","2485","702","29712","3.68e-9","1.07e-6","1.81","2.26e-5","1.04e-6","1.87e-9"
"GOTERM_BP_DIRECT","apoptotic process","4.16%","106","2485","583","29712","4.51e-14","3.07e-11","2.17","2.76e-10","2.97e-11","1.84e-14"
"GOTERM_BP_DIRECT","signal transduction","4.08%","104","2485","925","29712","1.70e-3","6.07e-2","1.34","1.00e+0","5.88e-2","1.22e-3"
"GOTERM_BP_DIRECT","protein transport","4.08%","104","2485","498","29712","3.46e-18","5.30e-15","2.50","2.12e-14","5.13e-15","1.20e-18"
"UP_KW_MOLECULAR_FUNCTION","Kinase","3.97%","101","1476","706","12454","3.05e-2","1.18e-1","1.21","9.44e-1","8.89e-2","2.46e-2"
"UP_KW_BIOLOGICAL_PROCESS","mRNA processing","3.97%","101","1528","377","11473","2.68e-12","1.42e-10","2.01","4.26e-10","1.29e-10","1.12e-12"
"GOTERM_MF_DIRECT","protein kinase binding","3.89%","99","2457","569","28924","1.18e-11","2.69e-9","2.05","2.42e-8","2.51e-9","5.04e-12"
"UP_KW_BIOLOGICAL_PROCESS","Apoptosis","3.81%","97","1528","515","11473","3.03e-4","3.70e-3","1.41","4.70e-2","3.38e-3","1.96e-4"
"GOTERM_CC_DIRECT","mitochondrial inner membrane","3.81%","97","2509","543","29722","2.91e-12","1.77e-10","2.12","3.19e-9","1.57e-10","1.22e-12"
"GOTERM_CC_DIRECT","nuclear speck","3.81%","97","2509","467","29722","2.39e-16","2.02e-14","2.46","2.44e-13","1.79e-14","4.53e-17"
"INTERPRO","Znf_RING/FYVE/PHD","3.69%","94","2526","463","22271","2.48e-8","1.38e-4","1.79","1.38e-4","1.38e-4","1.26e-8"
"UP_SEQ_FEATURE","DOMAIN:C2H2-type","3.65%","93","2463","641","22253","5.37e-3","6.32e-1","1.31","1.00e+0","6.29e-1","3.84e-3"
"UP_KW_BIOLOGICAL_PROCESS","DNA damage","3.61%","92","1528","420","11473","1.07e-6","1.89e-5","1.64","1.70e-4","1.73e-5","5.83e-7"
"GOTERM_BP_DIRECT","protein ubiquitination","3.53%","90","2485","443","29712","5.87e-15","4.50e-12","2.43","3.60e-11","4.35e-12","2.06e-15"
"GOTERM_CC_DIRECT","nuclear body","3.46%","88","2509","391","29722","2.32e-17","2.12e-15","2.67","2.55e-14","1.88e-15","7.39e-18"
"GOTERM_MF_DIRECT","chromatin binding","3.34%","85","2457","561","28924","2.45e-7","1.93e-5","1.78","5.03e-4","1.81e-5","1.22e-7"
"GOTERM_CC_DIRECT","chromatin","3.34%","85","2509","523","29722","7.81e-9","3.58e-7","1.93","8.58e-6","3.17e-7","3.66e-9"
"GOTERM_BP_DIRECT","innate immune response","3.34%","85","2485","509","29712","1.37e-9","4.65e-7","2.00","8.36e-6","4.50e-7","6.18e-10"
"GOTERM_CC_DIRECT","cell surface","3.26%","83","2509","833","29722","8.08e-2","3.79e-1","1.18","1.00e+0","3.36e-1","6.38e-2"
"GOTERM_CC_DIRECT","neuronal cell body","3.26%","83","2509","668","29722","3.94e-4","6.55e-3","1.47","3.51e-1","5.81e-3","2.48e-4"
"UP_KW_BIOLOGICAL_PROCESS","mRNA splicing","3.18%","81","1528","299","11473","2.77e-10","1.10e-8","2.03","4.41e-8","1.01e-8","1.14e-10"
"UP_SEQ_FEATURE","MOTIF:Nuclear localization signal","3.14%","80","2463","407","22253","4.34e-7","2.09e-4","1.78","2.30e-3","2.08e-4","2.17e-7"
"GOTERM_MF_DIRECT","DNA-binding transcription factor activity","3.06%","78","2457","585","28924","8.22e-5","2.37e-3","1.57","1.55e-1","2.21e-3","4.74e-5"
"GOTERM_BP_DIRECT","cell differentiation","3.02%","77","2485","665","29712","3.39e-3","9.66e-2","1.38","1.00e+0","9.36e-2","2.29e-3"
"UP_KW_BIOLOGICAL_PROCESS","DNA repair","3.02%","77","1528","346","11473","4.86e-6","7.72e-5","1.67","7.72e-4","7.04e-5","2.57e-6"
"UP_KW_CELLULAR_COMPONENT","Lysosome","2.98%","76","2244","415","18649","1.94e-4","1.26e-3","1.52","1.00e-2","1.04e-3","1.14e-4"
"GOTERM_MF_DIRECT","ATP hydrolysis activity","2.98%","76","2457","423","28924","7.99e-10","1.17e-7","2.12","1.64e-6","1.09e-7","3.28e-10"
"INTERPRO","Kinase-like_dom_sf","2.94%","75","2526","560","22271","9.08e-2","1.00e+0","1.18","1.00e+0","9.99e-1","7.16e-2"
"GOTERM_CC_DIRECT","synapse","2.94%","75","2509","724","29722","4.99e-2","2.77e-1","1.23","1.00e+0","2.45e-1","3.80e-2"
"GOTERM_BP_DIRECT","negative regulation of apoptotic process","2.94%","75","2485","666","29712","7.40e-3","1.61e-1","1.35","1.00e+0","1.56e-1","5.20e-3"
"GOTERM_BP_DIRECT","positive regulation of gene expression","2.91%","74","2485","586","29712","4.04e-4","2.28e-2","1.51","9.16e-1","2.21e-2","2.48e-4"
"UP_KW_MOLECULAR_FUNCTION","Chromatin regulator","2.91%","74","1476","308","12454","3.06e-9","7.11e-8","2.03","2.84e-7","5.35e-8","1.29e-9"
"GOTERM_MF_DIRECT","ubiquitin protein ligase activity","2.79%","71","2457","345","28924","5.83e-12","1.50e-9","2.42","1.20e-8","1.40e-9","2.04e-12"
"UP_SEQ_FEATURE","DOMAIN:Protein kinase","2.75%","70","2463","522","22253","6.73e-2","1.00e+0","1.21","1.00e+0","9.95e-1","5.17e-2"
"UP_KW_BIOLOGICAL_PROCESS","Innate immunity","2.75%","70","1528","393","11473","9.00e-3","7.95e-2","1.34","7.63e-1","7.25e-2","6.22e-3"
"INTERPRO","PH-like_dom_sf","2.75%","70","2526","424","22271","1.29e-3","5.13e-1","1.46","9.99e-1","5.13e-1","8.21e-4"
"GOTERM_MF_DIRECT","DNA-binding transcription activator activity, RNA polymerase II-specific","2.75%","70","2457","521","28924","1.55e-4","3.50e-3","1.58","2.73e-1","3.27e-3","8.79e-5"
"UP_SEQ_FEATURE","ACT_SITE:Nucleophile","2.75%","70","2463","349","22253","1.15e-6","5.05e-4","1.81","6.05e-3","5.03e-4","5.62e-7"
"GOTERM_BP_DIRECT","proteolysis","2.67%","68","2485","605","29712","1.10e-2","1.99e-1","1.34","1.00e+0","1.93e-1","7.82e-3"
"GOTERM_MF_DIRECT","sequence-specific DNA binding","2.67%","68","2457","486","28924","5.76e-5","1.91e-3","1.65","1.12e-1","1.78e-3","3.16e-5"
"GOTERM_BP_DIRECT","DNA damage response","2.67%","68","2485","338","29712","2.47e-11","1.26e-8","2.41","1.51e-7","1.22e-8","8.72e-12"
"INTERPRO","ARM-type_fold","2.63%","67","2526","358","22271","4.58e-5","4.26e-2","1.65","2.25e-1","4.25e-2","2.50e-5"
"UP_KW_BIOLOGICAL_PROCESS","Cell division","2.59%","66","1528","395","11473","3.85e-2","2.69e-1","1.25","9.98e-1","2.46e-1","2.93e-2"
"GOTERM_CC_DIRECT","endomembrane system","2.59%","66","2509","329","29722","8.34e-11","4.82e-9","2.38","9.15e-8","4.27e-9","3.03e-11"
"GOTERM_BP_DIRECT","mRNA processing","2.59%","66","2485","257","29712","3.42e-16","3.49e-13","3.07","2.04e-12","3.38e-13","6.13e-17"
"GOTERM_CC_DIRECT","dendrite","2.55%","65","2509","642","29722","9.17e-2","4.03e-1","1.20","1.00e+0","3.57e-1","7.17e-2"
"GOTERM_CC_DIRECT","axon","2.55%","65","2509","516","29722","1.22e-3","1.70e-2","1.49","7.39e-1","1.51e-2","7.72e-4"
"INTERPRO","WD40/YVTN_repeat-like_dom_sf","2.55%","65","2526","354","22271","1.07e-4","7.44e-2","1.62","4.48e-1","7.43e-2","5.98e-5"
"GOTERM_MF_DIRECT","GTP binding","2.55%","65","2457","390","28924","2.60e-7","1.98e-5","1.96","5.34e-4","1.85e-5","1.17e-7"
"UP_KW_MOLECULAR_FUNCTION","Serine/threonine-protein kinase","2.51%","64","1476","405","12454","1.38e-2","6.15e-2","1.33","7.24e-1","4.63e-2","9.63e-3"
"GOTERM_MF_DIRECT","protein serine/threonine kinase activity","2.51%","64","2457","393","28924","7.43e-7","4.77e-5","1.92","1.52e-3","4.45e-5","3.41e-7"
"GOTERM_BP_DIRECT","positive regulation of apoptotic process","2.51%","64","2485","399","29712","7.32e-7","1.40e-4","1.92","4.47e-3","1.36e-4","3.47e-7"
"GOTERM_BP_DIRECT","cell division","2.51%","64","2485","377","29712","9.41e-8","2.31e-5","2.03","5.77e-4","2.23e-5","4.17e-8"
"GOTERM_BP_DIRECT","DNA repair","2.51%","64","2485","291","29712","1.82e-12","1.01e-9","2.63","1.11e-8","9.81e-10","5.86e-13"
"GOTERM_CC_DIRECT","mitochondrial matrix","2.51%","64","2509","280","29722","4.47e-13","3.27e-11","2.71","4.90e-10","2.90e-11","1.38e-13"
"GOTERM_CC_DIRECT","cytoskeleton","2.47%","63","2509","552","29722","1.31e-2","1.04e-1","1.35","1.00e+0","9.22e-2","8.77e-3"
"GOTERM_BP_DIRECT","intracellular signal transduction","2.47%","63","2485","432","29712","2.04e-5","2.31e-3","1.74","1.17e-1","2.24e-3","1.07e-5"
"INTERPRO","WD40_repeat_dom_sf","2.43%","62","2526","309","22271","1.06e-5","1.97e-2","1.77","5.73e-2","1.97e-2","5.32e-6"
"GOTERM_CC_DIRECT","lysosomal membrane","2.43%","62","2509","310","29722","3.72e-10","2.04e-8","2.37","4.09e-7","1.81e-8","1.37e-10"
"GOTERM_MF_DIRECT","ubiquitin protein ligase binding","2.39%","61","2457","329","28924","1.33e-8","1.49e-6","2.18","2.73e-5","1.39e-6","5.20e-9"
"GOTERM_MF_DIRECT","enzyme binding","2.36%","60","2457","464","28924","1.22e-3","2.06e-2","1.52","9.19e-1","1.92e-2","7.23e-4"
"GOTERM_BP_DIRECT","inflammatory response","2.36%","60","2485","409","29712","2.74e-5","2.75e-3","1.75","1.54e-1","2.66e-3","1.43e-5"
"GOTERM_CC_DIRECT","endosome","2.36%","60","2509","337","29722","6.28e-8","2.24e-6","2.11","6.89e-5","1.98e-6","2.62e-8"
"GOTERM_MF_DIRECT","transcription coactivator activity","2.36%","60","2457","277","28924","3.41e-11","7.00e-9","2.55","7.00e-8","6.53e-9","1.14e-11"
"GOTERM_MF_DIRECT","sequence-specific double-stranded DNA binding","2.32%","59","2457","551","28924","5.34e-2","4.05e-1","1.26","1.00e+0","3.78e-1","3.78e-2"
"GOTERM_CC_DIRECT","postsynapse","2.32%","59","2509","406","29722","5.44e-5","1.13e-3","1.72","5.80e-2","1.00e-3","2.89e-5"
"GOTERM_MF_DIRECT","protein serine kinase activity","2.32%","59","2457","366","28924","2.87e-6","1.73e-4","1.90","5.88e-3","1.62e-4","1.33e-6"
"SMART","WD40","2.32%","59","1284","267","10943","1.90e-6","1.03e-3","1.88","1.03e-3","1.03e-3","8.78e-7"
"GOTERM_CC_DIRECT","cytoplasmic vesicle","2.32%","59","2509","361","29722","1.53e-6","4.30e-5","1.94","1.67e-3","3.81e-5","7.07e-7"
"INTERPRO","WD40_rpt","2.32%","59","2526","268","22271","8.66e-7","2.42e-3","1.94","4.82e-3","2.41e-3","3.88e-7"
"GOTERM_CC_DIRECT","early endosome","2.32%","59","2509","344","29722","3.03e-7","9.77e-6","2.03","3.32e-4","8.67e-6","1.33e-7"
"GOTERM_CC_DIRECT","lysosome","2.32%","59","2509","329","29722","6.31e-8","2.24e-6","2.12","6.93e-5","1.98e-6","2.63e-8"
"KEGG_PATHWAY","Amyotrophic lateral sclerosis","2.28%","58","1084","375","9565","1.19e-2","1.02e-1","1.36","9.85e-1","9.14e-2","8.06e-3"
"GOTERM_BP_DIRECT","negative regulation of cell population proliferation","2.28%","58","2485","397","29712","4.27e-5","3.96e-3","1.75","2.30e-1","3.84e-3","2.23e-5"
"GOTERM_BP_DIRECT","in utero embryonic development","2.28%","58","2485","361","29712","2.43e-6","3.82e-4","1.92","1.48e-2","3.70e-4","1.14e-6"
"UP_KW_DOMAIN","WD repeat","2.28%","58","1658","268","14896","9.62e-7","6.32e-6","1.94","2.98e-5","5.30e-6","4.31e-7"
"UP_SEQ_FEATURE","REPEAT:WD 2","2.28%","58","2463","257","22253","2.06e-7","1.09e-4","2.04","1.09e-3","1.08e-4","8.70e-8"
"UP_SEQ_FEATURE","REPEAT:WD 1","2.28%","58","2463","257","22253","2.06e-7","1.09e-4","2.04","1.09e-3","1.08e-4","8.70e-8"
"UP_SEQ_FEATURE","REPEAT:WD 3","2.28%","58","2463","253","22253","1.18e-7","7.77e-5","2.07","6.22e-4","7.74e-5","4.87e-8"
"GOTERM_MF_DIRECT","nucleic acid binding","2.28%","58","2457","292","28924","2.35e-9","3.02e-7","2.34","4.83e-6","2.82e-7","8.75e-10"
"UP_SEQ_FEATURE","CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2); alternate","2.24%","57","2463","322","22253","4.11e-4","8.05e-2","1.60","8.86e-1","8.01e-2","2.33e-4"
"GOTERM_MF_DIRECT","RNA polymerase II transcription regulatory region sequence-specific DNA binding","2.24%","57","2457","399","28924","1.41e-4","3.22e-3","1.68","2.52e-1","3.01e-3","7.44e-5"
"GOTERM_MF_DIRECT","GTPase activity","2.24%","57","2457","314","28924","8.75e-8","8.16e-6","2.14","1.80e-4","7.62e-6","3.54e-8"
"INTERPRO","Protein_kinase_ATP_BS","2.20%","56","2526","394","22271","6.07e-2","1.00e+0","1.25","1.00e+0","9.99e-1","4.51e-2"
"SMART","S_TKc","2.20%","56","1284","382","10943","5.99e-2","1.00e+0","1.25","1.00e+0","1.00e+0","4.61e-2"
"INTERPRO","Znf_RING","2.20%","56","2526","289","22271","7.96e-5","6.34e-2","1.71","3.59e-1","6.34e-2","4.16e-5"
"GOTERM_CC_DIRECT","apical plasma membrane","2.16%","55","2509","486","29722","2.32e-2","1.64e-1","1.34","1.00e+0","1.46e-1","1.60e-2"
"UP_KW_MOLECULAR_FUNCTION","Ribonucleoprotein","2.16%","55","1476","320","12454","4.41e-3","2.56e-2","1.45","3.37e-1","1.93e-2","2.78e-3"
"GOTERM_BP_DIRECT","proteasome-mediated ubiquitin-dependent protein catabolic process","2.16%","55","2485","337","29712","2.83e-6","4.12e-4","1.95","1.72e-2","3.99e-4","1.31e-6"
