"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","intracellular protein transport","2.16%","55","2485","257","29712","2.21e-10","9.58e-8","2.56","1.36e-6","9.28e-8","7.38e-11"
"GOTERM_CC_DIRECT","ciliary basal body","2.12%","54","2509","302","29722","2.67e-7","8.89e-6","2.12","2.93e-4","7.88e-6","1.11e-7"
"UP_KW_CELLULAR_COMPONENT","Mitochondrion inner membrane","2.08%","53","2244","342","18649","4.52e-2","1.95e-1","1.29","9.10e-1","1.61e-1","3.18e-2"
"GOTERM_BP_DIRECT","gene expression","2.08%","53","2485","417","29712","2.45e-3","7.90e-2","1.52","1.00e+0","7.66e-2","1.51e-3"
"UP_SEQ_FEATURE","REPEAT:WD 4","2.08%","53","2463","241","22253","1.66e-6","6.28e-4","1.99","8.76e-3","6.26e-4","7.25e-7"
"GOTERM_MF_DIRECT","hydrolase activity","2.08%","53","2457","306","28924","1.15e-6","7.16e-5","2.04","2.36e-3","6.69e-5","4.91e-7"
"GOTERM_MF_DIRECT","small GTPase binding","2.08%","53","2457","301","28924","6.88e-7","4.67e-5","2.07","1.41e-3","4.36e-5","2.88e-7"
"GOTERM_BP_DIRECT","regulation of cell cycle","2.08%","53","2485","247","29712","4.41e-10","1.59e-7","2.57","2.70e-6","1.54e-7","1.46e-10"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 2","2.04%","52","2463","305","22253","1.76e-3","2.82e-1","1.54","1.00e+0","2.81e-1","1.04e-3"
"GOTERM_MF_DIRECT","ubiquitin-protein transferase activity","2.04%","52","2457","241","28924","9.07e-10","1.24e-7","2.54","1.86e-6","1.16e-7","3.04e-10"
"GOTERM_BP_DIRECT","protein phosphorylation","2.00%","51","2485","342","29712","7.67e-5","6.35e-3","1.78","3.75e-1","6.15e-3","3.97e-5"
"GOTERM_MF_DIRECT","protein domain specific binding","2.00%","51","2457","334","28924","6.26e-5","2.04e-3","1.80","1.21e-1","1.91e-3","3.08e-5"
"GOTERM_CC_DIRECT","transcription regulator complex","2.00%","51","2509","298","29722","2.22e-6","5.95e-5","2.03","2.43e-3","5.27e-5","9.74e-7"
"UP_SEQ_FEATURE","REPEAT:WD 5","2.00%","51","2463","227","22253","1.39e-6","5.65e-4","2.03","7.32e-3","5.63e-4","5.90e-7"
"GOTERM_MF_DIRECT","transcription cis-regulatory region binding","2.00%","51","2457","275","28924","2.26e-7","1.93e-5","2.18","4.64e-4","1.81e-5","9.12e-8"
"UP_SEQ_FEATURE","CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)","1.96%","50","2463","305","22253","4.81e-3","5.97e-1","1.48","1.00e+0","5.94e-1","2.96e-3"
"GOTERM_BP_DIRECT","negative regulation of gene expression","1.92%","49","2485","398","29712","6.62e-3","1.53e-1","1.47","1.00e+0","1.48e-1","4.17e-3"
"INTERPRO","Nucleotide-bd_a/b_plait_sf","1.92%","49","2526","275","22271","1.57e-3","5.49e-1","1.57","1.00e+0","5.49e-1","9.06e-4"
"GOTERM_MF_DIRECT","magnesium ion binding","1.92%","49","2457","243","28924","2.84e-8","2.78e-6","2.37","5.83e-5","2.59e-6","1.04e-8"
"GOTERM_CC_DIRECT","nuclear envelope","1.92%","49","2509","228","29722","2.75e-9","1.44e-7","2.55","3.02e-6","1.27e-7","9.19e-10"
"INTERPRO","Ser/Thr_kinase_AS","1.88%","48","2526","333","22271","6.71e-2","1.00e+0","1.27","1.00e+0","9.99e-1","4.87e-2"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 3","1.88%","48","2463","298","22253","7.97e-3","7.80e-1","1.46","1.00e+0","7.77e-1","5.00e-3"
"UP_KW_LIGAND","Manganese","1.88%","48","971","230","6792","5.98e-3","7.42e-2","1.46","2.55e-1","7.42e-2","3.67e-3"
"GOTERM_MF_DIRECT","DNA-binding transcription repressor activity, RNA polymerase II-specific","1.88%","48","2457","313","28924","9.56e-5","2.37e-3","1.81","1.78e-1","2.21e-3","4.65e-5"
"GOTERM_MF_DIRECT","protein heterodimerization activity","1.85%","47","2457","384","28924","1.15e-2","1.27e-1","1.44","1.00e+0","1.18e-1","7.16e-3"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 1","1.85%","47","2463","293","22253","9.31e-3","8.08e-1","1.45","1.00e+0","8.04e-1","5.87e-3"
"INTERPRO","RBD_domain_sf","1.85%","47","2526","268","22271","2.73e-3","8.09e-1","1.55","1.00e+0","8.08e-1","1.60e-3"
"GOTERM_CC_DIRECT","ribonucleoprotein complex","1.85%","47","2509","323","29722","3.29e-4","5.74e-3","1.72","3.03e-1","5.09e-3","1.74e-4"
"SMART","RING","1.85%","47","1284","235","10943","2.97e-4","5.37e-2","1.70","1.49e-1","5.36e-2","1.55e-4"
"GOTERM_MF_DIRECT","GTPase activator activity","1.85%","47","2457","244","28924","2.30e-7","1.93e-5","2.27","4.73e-4","1.81e-5","8.87e-8"
"GOTERM_BP_DIRECT","transcription by RNA polymerase II","1.85%","47","2485","241","29712","1.01e-7","2.38e-5","2.33","6.19e-4","2.31e-5","3.77e-8"
"GOTERM_BP_DIRECT","RNA splicing","1.85%","47","2485","201","29712","2.49e-10","9.58e-8","2.80","1.53e-6","9.28e-8","7.43e-11"
"GOTERM_BP_DIRECT","regulation of gene expression","1.81%","46","2485","430","29712","6.96e-2","6.28e-1","1.28","1.00e+0","6.08e-1","5.07e-2"
"GOTERM_CC_DIRECT","cilium","1.81%","46","2509","319","29722","4.70e-4","7.59e-3","1.71","4.03e-1","6.73e-3","2.49e-4"
"GOTERM_MF_DIRECT","mRNA binding","1.81%","46","2457","280","28924","2.48e-5","1.08e-3","1.93","4.97e-2","1.01e-3","1.15e-5"
"GOTERM_CC_DIRECT","nuclear membrane","1.81%","46","2509","275","29722","1.34e-5","3.07e-4","1.98","1.46e-2","2.73e-4","6.07e-6"
"KEGG_PATHWAY","Endocytosis","1.77%","45","1084","270","9565","7.91e-3","9.26e-2","1.47","9.38e-1","8.31e-2","4.89e-3"
"UP_KW_MOLECULAR_FUNCTION","Chaperone","1.77%","45","1476","220","12454","3.10e-4","3.61e-3","1.73","2.84e-2","2.71e-3","1.59e-4"
"GOTERM_BP_DIRECT","chromatin organization","1.77%","45","2485","275","29712","2.34e-5","2.50e-3","1.96","1.34e-1","2.42e-3","1.08e-5"
"GOTERM_BP_DIRECT","ubiquitin-dependent protein catabolic process","1.77%","45","2485","236","29712","3.77e-7","7.96e-5","2.28","2.31e-3","7.71e-5","1.44e-7"
"GOTERM_CC_DIRECT","microtubule","1.73%","44","2509","343","29722","5.94e-3","5.72e-2","1.52","9.99e-1","5.08e-2","3.56e-3"
"KEGG_PATHWAY","Human cytomegalovirus infection","1.73%","44","1084","254","9565","4.33e-3","6.74e-2","1.53","7.81e-1","6.05e-2","2.57e-3"
"GOTERM_BP_DIRECT","heart development","1.73%","44","2485","321","29712","1.45e-3","5.40e-2","1.64","1.00e+0","5.23e-2","8.14e-4"
"KEGG_PATHWAY","Epstein-Barr virus infection","1.73%","44","1084","228","9565","4.88e-4","2.62e-2","1.70","1.57e-1","2.35e-2","2.55e-4"
"GOTERM_MF_DIRECT","protein kinase activity","1.73%","44","2457","279","28924","1.00e-4","2.39e-3","1.86","1.86e-1","2.23e-3","4.87e-5"
"GOTERM_CC_DIRECT","trans-Golgi network","1.73%","44","2509","220","29722","1.68e-7","5.78e-6","2.37","1.85e-4","5.13e-6","6.15e-8"
"GOTERM_MF_DIRECT","RNA polymerase II-specific DNA-binding transcription factor binding","1.73%","44","2457","201","28924","1.31e-8","1.49e-6","2.58","2.68e-5","1.39e-6","4.30e-9"
"UP_SEQ_FEATURE","DOMAIN:PH","1.69%","43","2463","266","22253","1.14e-2","8.74e-1","1.46","1.00e+0","8.70e-1","7.11e-3"
"GOTERM_CC_DIRECT","presynapse","1.69%","43","2509","343","29722","9.62e-3","8.38e-2","1.49","1.00e+0","7.43e-2","5.90e-3"
"GOTERM_CC_DIRECT","postsynaptic density","1.69%","43","2509","337","29722","7.15e-3","6.65e-2","1.51","1.00e+0","5.90e-2","4.30e-3"
"KEGG_PATHWAY","Human T-cell leukemia virus 1 infection","1.69%","43","1084","247","9565","4.41e-3","6.74e-2","1.54","7.87e-1","6.05e-2","2.59e-3"
"GOTERM_BP_DIRECT","response to xenobiotic stimulus","1.69%","43","2485","324","29712","3.03e-3","8.79e-2","1.59","1.00e+0","8.51e-2","1.76e-3"
"UP_SEQ_FEATURE","ACT_SITE:Proton donor","1.69%","43","2463","244","22253","2.47e-3","3.73e-1","1.59","1.00e+0","3.71e-1","1.40e-3"
"UP_KW_MOLECULAR_FUNCTION","Glycosyltransferase","1.69%","43","1476","221","12454","1.23e-3","1.04e-2","1.64","1.08e-1","7.84e-3","6.69e-4"
"UP_SEQ_FEATURE","DOMAIN:RING-type","1.69%","43","2463","211","22253","1.14e-4","3.01e-2","1.84","4.52e-1","2.99e-2","5.43e-5"
"GOTERM_BP_DIRECT","defense response to virus","1.69%","43","2485","252","29712","1.31e-5","1.60e-3","2.04","7.70e-2","1.55e-3","5.72e-6"
"UP_SEQ_FEATURE","REPEAT:WD 6","1.69%","43","2463","188","22253","6.46e-6","2.13e-3","2.07","3.36e-2","2.12e-3","2.68e-6"
"GOTERM_BP_DIRECT","vesicle-mediated transport","1.69%","43","2485","245","29712","6.42e-6","8.36e-4","2.10","3.85e-2","8.10e-4","2.71e-6"
"GOTERM_BP_DIRECT","regulation of apoptotic process","1.69%","43","2485","221","29712","4.02e-7","8.22e-5","2.33","2.46e-3","7.96e-5","1.50e-7"
"GOTERM_MF_DIRECT","actin binding","1.65%","42","2457","364","28924","3.92e-2","3.18e-1","1.36","1.00e+0","2.97e-1","2.55e-2"
"INTERPRO","PH_domain","1.65%","42","2526","263","22271","2.17e-2","1.00e+0","1.41","1.00e+0","9.99e-1","1.41e-2"
"GOTERM_MF_DIRECT","AMP-activated protein kinase activity","1.65%","42","2457","258","28924","7.20e-5","2.31e-3","1.92","1.37e-1","2.16e-3","3.38e-5"
"UP_KW_MOLECULAR_FUNCTION","Methyltransferase","1.65%","42","1476","186","12454","5.38e-5","7.14e-4","1.91","4.99e-3","5.38e-4","2.44e-5"
"UP_KW_CELLULAR_COMPONENT","Spliceosome","1.65%","42","2244","152","18649","3.90e-7","2.90e-6","2.30","2.03e-5","2.39e-6","1.39e-7"
"SMART","PH","1.61%","41","1284","255","10943","3.30e-2","1.00e+0","1.37","1.00e+0","1.00e+0","2.19e-2"
"INTERPRO","ARM-like","1.61%","41","2526","238","22271","7.09e-3","1.00e+0","1.52","1.00e+0","9.99e-1","4.22e-3"
"UP_KW_DOMAIN","ANK repeat","1.61%","41","1658","234","14896","3.74e-3","1.93e-2","1.57","1.10e-1","1.62e-2","2.14e-3"
"GOTERM_BP_DIRECT","cellular response to lipopolysaccharide","1.61%","41","2485","307","29712","3.42e-3","9.70e-2","1.60","1.00e+0","9.40e-2","1.97e-3"
"GOTERM_CC_DIRECT","chromosome","1.61%","41","2509","278","29722","6.31e-4","9.76e-3","1.75","5.00e-1","8.66e-3","3.29e-4"
"GOTERM_MF_DIRECT","histone H3T11 kinase activity","1.61%","41","2457","255","28924","1.17e-4","2.69e-3","1.89","2.13e-1","2.52e-3","5.55e-5"
"GOTERM_MF_DIRECT","histone H3T6 kinase activity","1.61%","41","2457","255","28924","1.17e-4","2.69e-3","1.89","2.13e-1","2.52e-3","5.55e-5"
"GOTERM_MF_DIRECT","histone H3T45 kinase activity","1.61%","41","2457","254","28924","1.07e-4","2.53e-3","1.90","1.97e-1","2.36e-3","5.07e-5"
"GOTERM_MF_DIRECT","3-phosphoinositide-dependent protein kinase activity","1.61%","41","2457","253","28924","9.82e-5","2.37e-3","1.91","1.83e-1","2.21e-3","4.63e-5"
"GOTERM_MF_DIRECT","histone H4S1 kinase activity","1.61%","41","2457","253","28924","9.82e-5","2.37e-3","1.91","1.83e-1","2.21e-3","4.63e-5"
"GOTERM_MF_DIRECT","eukaryotic translation initiation factor 2alpha kinase activity","1.61%","41","2457","253","28924","9.82e-5","2.37e-3","1.91","1.83e-1","2.21e-3","4.63e-5"
"GOTERM_MF_DIRECT","histone H2BS14 kinase activity","1.61%","41","2457","253","28924","9.82e-5","2.37e-3","1.91","1.83e-1","2.21e-3","4.63e-5"
"GOTERM_MF_DIRECT","histone H3S28 kinase activity","1.61%","41","2457","253","28924","9.82e-5","2.37e-3","1.91","1.83e-1","2.21e-3","4.63e-5"
"GOTERM_MF_DIRECT","ribosomal protein S6 kinase activity","1.61%","41","2457","253","28924","9.82e-5","2.37e-3","1.91","1.83e-1","2.21e-3","4.63e-5"
"GOTERM_MF_DIRECT","histone H3S10 kinase activity","1.61%","41","2457","253","28924","9.82e-5","2.37e-3","1.91","1.83e-1","2.21e-3","4.63e-5"
"GOTERM_MF_DIRECT","histone H3S57 kinase activity","1.61%","41","2457","253","28924","9.82e-5","2.37e-3","1.91","1.83e-1","2.21e-3","4.63e-5"
"GOTERM_MF_DIRECT","histone H2AXS139 kinase activity","1.61%","41","2457","253","28924","9.82e-5","2.37e-3","1.91","1.83e-1","2.21e-3","4.63e-5"
"GOTERM_MF_DIRECT","Rho-dependent protein serine/threonine kinase activity","1.61%","41","2457","253","28924","9.82e-5","2.37e-3","1.91","1.83e-1","2.21e-3","4.63e-5"
"GOTERM_MF_DIRECT","histone H2AT120 kinase activity","1.61%","41","2457","253","28924","9.82e-5","2.37e-3","1.91","1.83e-1","2.21e-3","4.63e-5"
"GOTERM_MF_DIRECT","histone H2AS1 kinase activity","1.61%","41","2457","253","28924","9.82e-5","2.37e-3","1.91","1.83e-1","2.21e-3","4.63e-5"
"GOTERM_MF_DIRECT","DNA-dependent protein kinase activity","1.61%","41","2457","253","28924","9.82e-5","2.37e-3","1.91","1.83e-1","2.21e-3","4.63e-5"
"GOTERM_MF_DIRECT","histone H3T3 kinase activity","1.61%","41","2457","253","28924","9.82e-5","2.37e-3","1.91","1.83e-1","2.21e-3","4.63e-5"
"GOTERM_MF_DIRECT","histone H2AS121 kinase activity","1.61%","41","2457","253","28924","9.82e-5","2.37e-3","1.91","1.83e-1","2.21e-3","4.63e-5"
"GOTERM_MF_DIRECT","histone H2BS36 kinase activity","1.61%","41","2457","253","28924","9.82e-5","2.37e-3","1.91","1.83e-1","2.21e-3","4.63e-5"
"GOTERM_MF_DIRECT","guanyl-nucleotide exchange factor activity","1.61%","41","2457","228","28924","8.57e-6","4.51e-4","2.12","1.74e-2","4.21e-4","3.58e-6"
"GOTERM_MF_DIRECT","protein-macromolecule adaptor activity","1.61%","41","2457","203","28924","4.19e-7","3.08e-5","2.38","8.61e-4","2.87e-5","1.52e-7"
"GOTERM_MF_DIRECT","DNA-binding transcription factor binding","1.61%","41","2457","199","28924","2.43e-7","1.93e-5","2.43","4.98e-4","1.81e-5","8.60e-8"
"INTERPRO","Ankyrin_rpt-contain_sf","1.57%","40","2526","241","22271","1.42e-2","1.00e+0","1.46","1.00e+0","9.99e-1","8.79e-3"
"INTERPRO","RRM_dom","1.57%","40","2526","238","22271","1.17e-2","1.00e+0","1.48","1.00e+0","9.99e-1","7.13e-3"
"GOTERM_BP_DIRECT","cell migration","1.57%","40","2485","313","29712","7.97e-3","1.70e-1","1.53","1.00e+0","1.65e-1","4.80e-3"
"UP_SEQ_FEATURE","DOMAIN:RRM","1.57%","40","2463","235","22253","6.45e-3","7.26e-1","1.54","1.00e+0","7.23e-1","3.79e-3"
"UP_SEQ_FEATURE","REPEAT:ANK 1","1.57%","40","2463","209","22253","7.50e-4","1.28e-1","1.73","9.81e-1","1.27e-1","3.85e-4"
"UP_SEQ_FEATURE","REPEAT:ANK 2","1.57%","40","2463","209","22253","7.50e-4","1.28e-1","1.73","9.81e-1","1.27e-1","3.85e-4"
"UP_SEQ_FEATURE","REPEAT:WD","1.57%","40","2463","184","22253","4.78e-5","1.40e-2","1.96","2.23e-1","1.40e-2","2.11e-5"
"GOTERM_MF_DIRECT","molecular adaptor activity","1.57%","40","2457","218","28924","6.87e-6","3.71e-4","2.16","1.40e-2","3.47e-4","2.80e-6"
"GOTERM_CC_DIRECT","mitochondrial outer membrane","1.57%","40","2509","206","29722","1.43e-6","4.12e-5","2.30","1.56e-3","3.65e-5","5.39e-7"
"GOTERM_BP_DIRECT","autophagy","1.57%","40","2485","190","29712","1.29e-7","2.93e-5","2.52","7.91e-4","2.84e-5","4.38e-8"
"INTERPRO","Ankyrin_rpt","1.53%","39","2526","233","22271","1.36e-2","1.00e+0","1.48","1.00e+0","9.99e-1","8.35e-3"
"UP_KW_LIGAND","S-adenosyl-L-methionine","1.53%","39","971","177","6792","5.56e-3","7.42e-2","1.54","2.39e-1","7.42e-2","3.19e-3"
"INTERPRO","TPR-like_helical_dom_sf","1.53%","39","2526","220","22271","5.43e-3","1.00e+0","1.56","1.00e+0","9.99e-1","3.12e-3"
"KEGG_PATHWAY","Herpes simplex virus 1 infection","1.53%","39","1084","213","9565","2.86e-3","5.56e-2","1.62","6.33e-1","4.99e-2","1.59e-3"
"GOTERM_BP_DIRECT","positive regulation of cell migration","1.53%","39","2485","268","29712","9.45e-4","4.00e-2","1.74","9.97e-1","3.87e-2","4.94e-4"
"UP_SEQ_FEATURE","ZN_FING:RING-type","1.53%","39","2463","190","22253","2.12e-4","4.63e-2","1.85","6.75e-1","4.61e-2","1.00e-4"
"GOTERM_BP_DIRECT","mRNA splicing, via spliceosome","1.53%","39","2485","168","29712","1.23e-8","3.42e-6","2.78","7.53e-5","3.31e-6","3.69e-9"
"GOTERM_CC_DIRECT","fibrillar center","1.53%","39","2509","164","29722","7.82e-9","3.58e-7","2.82","8.59e-6","3.17e-7","2.30e-9"
"KEGG_PATHWAY","Salmonella infection","1.49%","38","1084","252","9565","5.80e-2","2.99e-1","1.33","1.00e+0","2.68e-1","3.98e-2"
"GOTERM_BP_DIRECT","nervous system development","1.49%","38","2485","321","29712","2.90e-2","3.83e-1","1.42","1.00e+0","3.71e-1","1.89e-2"
"GOTERM_CC_DIRECT","basolateral plasma membrane","1.49%","38","2509","309","29722","1.97e-2","1.42e-1","1.46","1.00e+0","1.26e-1","1.24e-2"
"GOTERM_CC_DIRECT","midbody","1.49%","38","2509","229","29722","9.84e-5","1.90e-3","1.97","1.02e-1","1.68e-3","4.48e-5"
"GOTERM_MF_DIRECT","transcription corepressor activity","1.49%","38","2457","199","28924","4.69e-6","2.75e-4","2.25","9.57e-3","2.57e-4","1.82e-6"
"UP_KW_PTM","Myristate","1.45%","37","1900","187","13214","3.89e-2","2.25e-1","1.38","6.70e-1","2.10e-1","2.53e-2"
"GOTERM_BP_DIRECT","cell population proliferation","1.45%","37","2485","312","29712","3.05e-2","3.95e-1","1.42","1.00e+0","3.83e-1","1.98e-2"
"UP_SEQ_FEATURE","LIPID:N-myristoyl glycine","1.45%","37","2463","180","22253","3.07e-4","6.24e-2","1.86","8.03e-1","6.21e-2","1.45e-4"
"GOTERM_CC_DIRECT","early endosome membrane","1.45%","37","2509","190","29722","3.48e-6","8.90e-5","2.31","3.82e-3","7.89e-5","1.31e-6"
"GOTERM_CC_DIRECT","spindle","1.45%","37","2509","158","29722","3.05e-8","1.24e-6","2.77","3.34e-5","1.10e-6","9.13e-9"
"UP_KW_BIOLOGICAL_PROCESS","rRNA processing","1.45%","37","1528","97","11473","2.70e-9","6.18e-8","2.86","4.29e-7","5.64e-8","6.75e-10"
"UP_KW_BIOLOGICAL_PROCESS","Ribosome biogenesis","1.45%","37","1528","94","11473","9.89e-10","3.15e-8","2.96","1.57e-7","2.87e-8","2.35e-10"
"GOTERM_BP_DIRECT","rRNA processing","1.45%","37","2485","135","29712","2.50e-10","9.58e-8","3.28","1.53e-6","9.28e-8","6.04e-11"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 4","1.41%","36","2463","246","22253","7.19e-2","1.00e+0","1.32","1.00e+0","9.95e-1","4.95e-2"
"SMART","RRM","1.41%","36","1284","225","10943","4.86e-2","1.00e+0","1.36","1.00e+0","1.00e+0","3.23e-2"
"SMART","ANK","1.41%","36","1284","224","10943","4.60e-2","1.00e+0","1.37","1.00e+0","1.00e+0","3.05e-2"
"KEGG_PATHWAY","Viral carcinogenesis","1.41%","36","1084","228","9565","3.72e-2","2.28e-1","1.39","1.00e+0","2.05e-1","2.42e-2"
"GOTERM_BP_DIRECT","protein stabilization","1.41%","36","2485","225","29712","2.65e-4","1.66e-2","1.91","8.03e-1","1.61e-2","1.24e-4"
"KEGG_PATHWAY","Autophagy - animal","1.41%","36","1084","167","9565","2.08e-4","1.85e-2","1.90","7.03e-2","1.66e-2","9.51e-5"
"GOTERM_CC_DIRECT","spliceosomal complex","1.41%","36","2509","149","29722","2.07e-8","8.74e-7","2.86","2.27e-5","7.75e-7","5.96e-9"
"GOTERM_MF_DIRECT","transcription coregulator activity","1.41%","36","2457","127","28924","2.51e-10","4.44e-8","3.34","5.14e-7","4.14e-8","5.88e-11"
"KEGG_PATHWAY","Lipid and atherosclerosis","1.37%","35","1084","217","9565","3.05e-2","2.03e-1","1.42","1.00e+0","1.82e-1","1.94e-2"
"GOTERM_MF_DIRECT","transferase activity","1.37%","35","2457","162","28924","6.65e-7","4.67e-5","2.54","1.36e-3","4.36e-5","2.22e-7"
"GOTERM_CC_DIRECT","RNA polymerase II transcription regulator complex","1.37%","35","2509","137","29722","7.44e-9","3.58e-7","3.03","8.17e-6","3.17e-7","1.99e-9"
"KEGG_PATHWAY","Kaposi sarcoma-associated herpesvirus infection","1.33%","34","1084","223","9565","6.44e-2","3.11e-1","1.35","1.00e+0","2.79e-1","4.35e-2"
"KEGG_PATHWAY","NOD-like receptor signaling pathway","1.33%","34","1084","216","9565","4.45e-2","2.43e-1","1.39","1.00e+0","2.18e-1","2.91e-2"
"GOTERM_BP_DIRECT","angiogenesis","1.33%","34","2485","288","29712","4.04e-2","4.59e-1","1.41","1.00e+0","4.45e-1","2.63e-2"
"GOTERM_CC_DIRECT","cell projection","1.33%","34","2509","255","29722","9.24e-3","8.12e-2","1.58","1.00e+0","7.20e-2","5.35e-3"
"UP_KW_BIOLOGICAL_PROCESS","Biological rhythms","1.33%","34","1528","151","11473","2.46e-3","2.44e-2","1.69","3.24e-1","2.23e-2","1.26e-3"
"KEGG_PATHWAY","Protein processing in endoplasmic reticulum","1.33%","34","1084","175","9565","2.12e-3","4.36e-2","1.71","5.24e-1","3.91e-2","1.09e-3"
"GOTERM_BP_DIRECT","lipid metabolic process","1.33%","34","2485","232","29712","1.86e-3","6.51e-2","1.75","1.00e+0","6.31e-2","9.64e-4"
"INTERPRO","Small_GTP-bd","1.33%","34","2526","167","22271","1.02e-3","4.36e-1","1.80","9.97e-1","4.36e-1","4.97e-4"
"KEGG_PATHWAY","Hepatitis B","1.33%","34","1084","164","9565","6.73e-4","2.94e-2","1.83","2.10e-1","2.64e-2","3.22e-4"
"UP_KW_BIOLOGICAL_PROCESS","Protein biosynthesis","1.33%","34","1528","140","11473","6.34e-4","7.21e-3","1.82","9.60e-2","6.57e-3","2.98e-4"
"UP_KW_DISEASE","Tumor suppressor","1.30%","33","71","135","399","1.59e-2","1.27e-1","1.37","1.34e-1","1.27e-1","1.04e-2"
"GOTERM_BP_DIRECT","brain development","1.30%","33","2485","233","29712","3.75e-3","1.03e-1","1.69","1.00e+0","9.98e-2","2.01e-3"
"GOTERM_BP_DIRECT","positive regulation of ERK1 and ERK2 cascade","1.30%","33","2485","231","29712","3.28e-3","9.45e-2","1.71","1.00e+0","9.15e-2","1.75e-3"
"UP_SEQ_FEATURE","REPEAT:ANK 3","1.30%","33","2463","175","22253","2.96e-3","4.23e-1","1.70","1.00e+0","4.21e-1","1.54e-3"
"GOTERM_BP_DIRECT","Wnt signaling pathway","1.30%","33","2485","225","29712","2.17e-3","7.25e-2","1.75","1.00e+0","7.03e-2","1.12e-3"
"UP_KW_MOLECULAR_FUNCTION","Isomerase","1.30%","33","1476","161","12454","2.15e-3","1.54e-2","1.73","1.81e-1","1.16e-2","1.09e-3"
"GOTERM_CC_DIRECT","lamellipodium","1.30%","33","2509","207","29722","6.20e-4","9.73e-3","1.89","4.94e-1","8.63e-3","2.95e-4"
"UP_SEQ_FEATURE","REPEAT:WD 7","1.30%","33","2463","149","22253","1.69e-4","4.07e-2","2.00","5.92e-1","4.05e-2","7.28e-5"
"GOTERM_BP_DIRECT","positive regulation of canonical NF-kappaB signal transduction","1.30%","33","2485","189","29712","9.78e-5","7.78e-3","2.09","4.51e-1","7.54e-3","4.14e-5"
"GOTERM_CC_DIRECT","synaptic vesicle","1.30%","33","2509","179","29722","3.96e-5","8.54e-4","2.18","4.26e-2","7.57e-4","1.59e-5"
"GOTERM_MF_DIRECT","histone binding","1.30%","33","2457","172","28924","1.97e-5","8.79e-4","2.26","3.96e-2","8.21e-4","7.59e-6"
"GOTERM_MF_DIRECT","double-stranded DNA binding","1.30%","33","2457","170","28924","1.54e-5","7.03e-4","2.29","3.11e-2","6.56e-4","5.86e-6"
"GOTERM_BP_DIRECT","mitochondrial translation","1.30%","33","2485","93","29712","1.45e-12","8.86e-10","4.24","8.86e-9","8.59e-10","2.42e-13"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 5","1.26%","32","2463","216","22253","7.87e-2","1.00e+0","1.34","1.00e+0","9.95e-1","5.33e-2"
"UP_KW_MOLECULAR_FUNCTION","Acyltransferase","1.26%","32","1476","175","12454","1.39e-2","6.15e-2","1.54","7.28e-1","4.63e-2","8.04e-3"
"UP_SEQ_FEATURE","REPEAT:ANK","1.26%","32","2463","186","22253","1.32e-2","9.42e-1","1.55","1.00e+0","9.38e-1","7.60e-3"
"UP_KW_MOLECULAR_FUNCTION","GTPase activation","1.26%","32","1476","174","12454","1.28e-2","6.15e-2","1.55","6.99e-1","4.63e-2","7.38e-3"
