"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"INTERPRO","ARM-type_fold","4.89%","15","295","261","10913","1.11e-2","1.00e+0","2.13","1.00e+0","1.00e+0","4.88e-3"
"GOTERM_MF_DIRECT","transcription coactivator activity","4.56%","14","282","231","10572","8.80e-3","3.74e-1","2.27","9.95e-1","3.69e-1","3.58e-3"
"INTERPRO","RBD_domain_sf","4.56%","14","295","195","10913","2.38e-3","1.00e+0","2.66","9.33e-1","1.00e+0","8.32e-4"
"UP_KW_MOLECULAR_FUNCTION","Chromatin regulator","4.23%","13","189","260","6316","8.64e-2","6.37e-1","1.67","9.95e-1","6.26e-1","4.74e-2"
"GOTERM_MF_DIRECT","ubiquitin protein ligase activity","4.23%","13","282","252","10572","3.73e-2","1.00e+0","1.93","1.00e+0","9.88e-1","1.75e-2"
"GOTERM_CC_DIRECT","chromosome","4.23%","13","290","201","10838","7.62e-3","7.10e-1","2.42","9.42e-1","7.10e-1","2.93e-3"
"INTERPRO","Nucleotide-bd_a/b_plait_sf","4.23%","13","295","196","10913","6.76e-3","1.00e+0","2.45","1.00e+0","1.00e+0","2.56e-3"
"UP_SEQ_FEATURE","CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO1); alternate","4.23%","13","290","153","10616","9.54e-4","1.49e-1","3.11","6.97e-1","1.49e-1","2.82e-4"
"GOTERM_BP_DIRECT","inflammatory response","3.91%","12","289","262","10715","9.64e-2","1.00e+0","1.70","1.00e+0","1.00e+0","5.15e-2"
"GOTERM_CC_DIRECT","nuclear membrane","3.91%","12","290","210","10838","2.51e-2","1.00e+0","2.14","1.00e+0","1.00e+0","1.09e-2"
"INTERPRO","Znf_RING","3.91%","12","295","194","10913","1.59e-2","1.00e+0","2.29","1.00e+0","1.00e+0","6.45e-3"
"GOTERM_MF_DIRECT","DNA clamp loader activity","3.91%","12","282","121","10572","3.68e-4","7.01e-2","3.72","1.96e-1","6.91e-2","9.02e-5"
"GOTERM_CC_DIRECT","ribonucleoprotein complex","3.58%","11","290","235","10838","9.93e-2","1.00e+0","1.75","1.00e+0","1.00e+0","5.13e-2"
"GOTERM_MF_DIRECT","mRNA binding","3.58%","11","282","210","10572","5.42e-2","1.00e+0","1.96","1.00e+0","9.88e-1","2.51e-2"
"SMART","PH","3.58%","11","178","170","5674","3.91e-2","1.00e+0","2.06","9.99e-1","1.00e+0","1.74e-2"
"SMART","RRM","3.58%","11","178","160","5674","2.73e-2","1.00e+0","2.19","9.92e-1","1.00e+0","1.14e-2"
"UP_SEQ_FEATURE","DOMAIN:PH","3.58%","11","290","179","10616","2.45e-2","1.00e+0","2.25","1.00e+0","9.98e-1","1.00e-2"
"GOTERM_MF_DIRECT","GTPase activator activity","3.58%","11","282","181","10572","2.27e-2","6.74e-1","2.28","1.00e+0","6.65e-1","9.18e-3"
"INTERPRO","PH_domain","3.58%","11","295","174","10913","1.93e-2","1.00e+0","2.34","1.00e+0","1.00e+0","7.63e-3"
"UP_SEQ_FEATURE","DOMAIN:RRM","3.58%","11","290","170","10616","1.78e-2","1.00e+0","2.37","1.00e+0","9.98e-1","6.94e-3"
"INTERPRO","RRM_dom","3.58%","11","295","171","10913","1.73e-2","1.00e+0","2.38","1.00e+0","1.00e+0","6.72e-3"
"UP_KW_MOLECULAR_FUNCTION","GTPase activation","3.58%","11","189","132","6316","5.77e-3","1.14e-1","2.78","2.89e-1","1.12e-1","1.90e-3"
"GOTERM_MF_DIRECT","cohesin loader activity","3.58%","11","282","115","10572","9.57e-4","7.01e-2","3.59","4.34e-1","6.91e-2","2.43e-4"
"GOTERM_MF_DIRECT","ATP-dependent H3-H4 histone complex chaperone activity","3.58%","11","282","113","10572","8.35e-4","7.01e-2","3.65","3.91e-1","6.91e-2","2.08e-4"
"GOTERM_MF_DIRECT","chromatin extrusion motor activity","3.58%","11","282","113","10572","8.35e-4","7.01e-2","3.65","3.91e-1","6.91e-2","2.08e-4"
"GOTERM_MF_DIRECT","ATP-dependent H2AZ histone chaperone activity","3.58%","11","282","113","10572","8.35e-4","7.01e-2","3.65","3.91e-1","6.91e-2","2.08e-4"
"GOTERM_BP_DIRECT","chromatin organization","3.26%","10","289","197","10715","8.42e-2","1.00e+0","1.88","1.00e+0","1.00e+0","4.07e-2"
"GOTERM_CC_DIRECT","nuclear envelope","2.93%","9","290","176","10838","9.88e-2","1.00e+0","1.91","1.00e+0","1.00e+0","4.69e-2"
"UP_KW_BIOLOGICAL_PROCESS","Adaptive immunity","2.93%","9","191","136","6312","5.21e-2","4.89e-1","2.19","9.82e-1","4.76e-1","2.17e-2"
"UP_KW_BIOLOGICAL_PROCESS","Inflammatory response","2.93%","9","191","133","6312","4.68e-2","4.89e-1","2.24","9.72e-1","4.76e-1","1.91e-2"
"GOTERM_CC_DIRECT","kinetochore","2.93%","9","290","127","10838","2.03e-2","9.45e-1","2.65","1.00e+0","9.45e-1","7.01e-3"
"SMART","ANK","2.93%","9","178","108","5674","1.90e-2","1.00e+0","2.66","9.64e-1","1.00e+0","6.52e-3"
"UP_KW_DOMAIN","ANK repeat","2.93%","9","203","118","7217","1.74e-2","1.45e-1","2.71","3.55e-1","1.39e-1","5.86e-3"
"INTERPRO","Ankyrin_rpt-contain_sf","2.93%","9","295","119","10913","1.50e-2","1.00e+0","2.80","1.00e+0","1.00e+0","4.92e-3"
"UP_KW_BIOLOGICAL_PROCESS","Translation regulation","2.93%","9","191","104","6312","1.27e-2","1.91e-1","2.86","6.18e-1","1.86e-1","4.06e-3"
"INTERPRO","Ankyrin_rpt","2.93%","9","295","115","10913","1.24e-2","1.00e+0","2.90","1.00e+0","1.00e+0","3.92e-3"
"INTERPRO","C2_domain_sf","2.93%","9","295","101","10913","5.85e-3","1.00e+0","3.30","9.99e-1","1.00e+0","1.62e-3"
"GOTERM_BP_DIRECT","regulation of translation","2.93%","9","289","95","10715","3.98e-3","1.00e+0","3.51","9.99e-1","1.00e+0","1.03e-3"
"INTERPRO","WH-like_DNA-bd_sf","2.61%","8","295","143","10913","9.17e-2","1.00e+0","2.07","1.00e+0","1.00e+0","4.02e-2"
"GOTERM_MF_DIRECT","histone binding","2.61%","8","282","144","10572","8.93e-2","1.00e+0","2.08","1.00e+0","9.88e-1","3.89e-2"
"INTERPRO","LRR_dom_sf","2.61%","8","295","137","10913","7.70e-2","1.00e+0","2.16","1.00e+0","1.00e+0","3.24e-2"
"INTERPRO","WH_DNA-bd_sf","2.61%","8","295","134","10913","7.02e-2","1.00e+0","2.21","1.00e+0","1.00e+0","2.89e-2"
"KEGG_PATHWAY","MicroRNAs in cancer","2.61%","8","143","124","5022","6.06e-2","1.00e+0","2.27","1.00e+0","1.00e+0","2.43e-2"
"GOTERM_BP_DIRECT","rRNA processing","2.61%","8","289","125","10715","5.15e-2","1.00e+0","2.37","1.00e+0","1.00e+0","1.98e-2"
"UP_KW_MOLECULAR_FUNCTION","Helicase","2.61%","8","189","111","6316","4.70e-2","4.62e-1","2.41","9.42e-1","4.54e-1","1.77e-2"
"UP_SEQ_FEATURE","REPEAT:ANK 2","2.61%","8","290","113","10616","3.45e-2","1.00e+0","2.59","1.00e+0","9.98e-1","1.21e-2"
"UP_SEQ_FEATURE","REPEAT:ANK 1","2.61%","8","290","113","10616","3.45e-2","1.00e+0","2.59","1.00e+0","9.98e-1","1.21e-2"
"KEGG_PATHWAY","Nucleocytoplasmic transport","2.61%","8","143","98","5022","2.03e-2","1.00e+0","2.87","9.92e-1","1.00e+0","6.44e-3"
"UP_SEQ_FEATURE","REPEAT:ANK","2.61%","8","290","93","10616","1.33e-2","1.00e+0","3.15","1.00e+0","9.98e-1","3.85e-3"
"GOTERM_BP_DIRECT","negative regulation of inflammatory response","2.61%","8","289","90","10715","1.05e-2","1.00e+0","3.30","1.00e+0","1.00e+0","2.91e-3"
"GOTERM_CC_DIRECT","cytoplasmic stress granule","2.61%","8","290","84","10838","7.01e-3","7.10e-1","3.56","9.28e-1","7.10e-1","1.79e-3"
"UP_KW_MOLECULAR_FUNCTION","Nuclease","2.28%","7","189","102","6316","8.29e-2","6.37e-1","2.29","9.94e-1","6.26e-1","3.26e-2"
"SMART","HELICc","2.28%","7","178","89","5674","5.86e-2","1.00e+0","2.51","1.00e+0","1.00e+0","2.11e-2"
"SMART","DEXDc","2.28%","7","178","89","5674","5.86e-2","1.00e+0","2.51","1.00e+0","1.00e+0","2.11e-2"
"UP_SEQ_FEATURE","REPEAT:ANK 3","2.28%","7","290","94","10616","4.30e-2","1.00e+0","2.73","1.00e+0","9.98e-1","1.43e-2"
"GOTERM_CC_DIRECT","PML body","2.28%","7","290","92","10838","3.61e-2","1.00e+0","2.84","1.00e+0","1.00e+0","1.15e-2"
"INTERPRO","Helicase_ATP-bd","2.28%","7","295","89","10913","3.28e-2","1.00e+0","2.91","1.00e+0","1.00e+0","1.02e-2"
"INTERPRO","Helicase_C-like","2.28%","7","295","89","10913","3.28e-2","1.00e+0","2.91","1.00e+0","1.00e+0","1.02e-2"
"UP_KW_PTM","ADP-ribosylation","2.28%","7","244","79","8133","3.03e-2","1.44e-1","2.95","4.26e-1","1.37e-1","9.28e-3"
"GOTERM_BP_DIRECT","DNA replication","2.28%","7","289","87","10715","2.95e-2","1.00e+0","2.98","1.00e+0","1.00e+0","8.98e-3"
"UP_KW_BIOLOGICAL_PROCESS","DNA replication","2.28%","7","191","78","6312","2.94e-2","3.68e-1","2.97","8.94e-1","3.58e-1","8.97e-3"
"GOTERM_BP_DIRECT","T cell receptor signaling pathway","2.28%","7","289","75","10715","1.53e-2","1.00e+0","3.46","1.00e+0","1.00e+0","4.00e-3"
"UP_SEQ_FEATURE","CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO); alternate","2.28%","7","290","57","10616","4.37e-3","5.47e-1","4.50","9.96e-1","5.45e-1","8.66e-4"
"UP_SEQ_FEATURE","DOMAIN:Helicase ATP-binding","1.95%","6","290","89","10616","9.51e-2","1.00e+0","2.47","1.00e+0","9.98e-1","3.47e-2"
"SMART","PHD","1.95%","6","178","76","5674","8.77e-2","1.00e+0","2.52","1.00e+0","1.00e+0","3.13e-2"
"GOTERM_MF_DIRECT","nucleotide binding","1.95%","6","282","80","10572","6.15e-2","1.00e+0","2.81","1.00e+0","9.88e-1","1.98e-2"
"UP_SEQ_FEATURE","REPEAT:ANK 4","1.95%","6","290","76","10616","5.59e-2","1.00e+0","2.89","1.00e+0","9.98e-1","1.75e-2"
"INTERPRO","Znf_PHD","1.95%","6","295","76","10913","5.39e-2","1.00e+0","2.92","1.00e+0","1.00e+0","1.67e-2"
"UP_SEQ_FEATURE","CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO)","1.95%","6","290","74","10616","5.08e-2","1.00e+0","2.97","1.00e+0","9.98e-1","1.55e-2"
"KEGG_PATHWAY","Ribosome biogenesis in eukaryotes","1.95%","6","143","69","5022","4.46e-2","1.00e+0","3.05","1.00e+0","1.00e+0","1.32e-2"
"GOTERM_CC_DIRECT","autophagosome","1.95%","6","290","71","10838","4.07e-2","1.00e+0","3.16","1.00e+0","1.00e+0","1.17e-2"
"KEGG_PATHWAY","RNA degradation","1.95%","6","143","66","5022","3.79e-2","1.00e+0","3.19","1.00e+0","1.00e+0","1.07e-2"
"GOTERM_BP_DIRECT","DNA-templated transcription","1.95%","6","289","69","10715","3.77e-2","1.00e+0","3.22","1.00e+0","1.00e+0","1.06e-2"
"GOTERM_CC_DIRECT","nuclear pore","1.95%","6","290","59","10838","2.02e-2","9.45e-1","3.80","1.00e+0","9.45e-1","4.78e-3"
"GOTERM_MF_DIRECT","double-stranded DNA helicase activity","1.95%","6","282","37","10572","2.78e-3","1.50e-1","6.08","8.09e-1","1.48e-1","3.96e-4"
"GOTERM_BP_DIRECT","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","1.95%","6","289","34","10715","1.99e-3","8.59e-1","6.54","9.68e-1","8.59e-1","2.60e-4"
"COG_ONTOLOGY","Translation, ribosomal structure and biogenesis","1.63%","5","37","61","1234","9.75e-2","1.00e+0","2.73","7.85e-1","1.00e+0","3.21e-2"
"GOTERM_MF_DIRECT","protein tyrosine kinase activity","1.63%","5","282","65","10572","9.41e-2","1.00e+0","2.88","1.00e+0","9.88e-1","2.93e-2"
"INTERPRO","Rho_GTPase_activation_prot","1.63%","5","295","63","10913","8.95e-2","1.00e+0","2.94","1.00e+0","1.00e+0","2.74e-2"
"KEGG_PATHWAY","Renal cell carcinoma","1.63%","5","143","60","5022","8.87e-2","1.00e+0","2.93","1.00e+0","1.00e+0","2.72e-2"
"UP_SEQ_FEATURE","DOMAIN:PHD-type","1.63%","5","290","62","10616","8.81e-2","1.00e+0","2.95","1.00e+0","9.98e-1","2.68e-2"
"UP_SEQ_FEATURE","REPEAT:ANK 5","1.63%","5","290","62","10616","8.81e-2","1.00e+0","2.95","1.00e+0","9.98e-1","2.68e-2"
"GOTERM_BP_DIRECT","B cell differentiation","1.63%","5","289","61","10715","8.11e-2","1.00e+0","3.04","1.00e+0","1.00e+0","2.40e-2"
"GOTERM_BP_DIRECT","regulation of RNA splicing","1.63%","5","289","61","10715","8.11e-2","1.00e+0","3.04","1.00e+0","1.00e+0","2.40e-2"
"GOTERM_BP_DIRECT","double-strand break repair","1.63%","5","289","60","10715","7.74e-2","1.00e+0","3.09","1.00e+0","1.00e+0","2.25e-2"
"GOTERM_CC_DIRECT","euchromatin","1.63%","5","290","60","10838","7.56e-2","1.00e+0","3.11","1.00e+0","1.00e+0","2.18e-2"
"GOTERM_BP_DIRECT","lipid catabolic process","1.63%","5","289","55","10715","5.99e-2","1.00e+0","3.37","1.00e+0","1.00e+0","1.60e-2"
"GOTERM_CC_DIRECT","heterochromatin","1.63%","5","290","55","10838","5.85e-2","1.00e+0","3.40","1.00e+0","1.00e+0","1.55e-2"
"UP_KW_MOLECULAR_FUNCTION","Exonuclease","1.63%","5","189","44","6316","4.09e-2","4.62e-1","3.80","9.15e-1","4.54e-1","9.59e-3"
"GOTERM_BP_DIRECT","immune system process","1.63%","5","289","43","10715","2.77e-2","1.00e+0","4.31","1.00e+0","1.00e+0","5.74e-3"
"GOTERM_MF_DIRECT","nuclear estrogen receptor binding","1.63%","5","282","42","10572","2.48e-2","7.01e-1","4.46","1.00e+0","6.91e-1","4.94e-3"
"GOTERM_BP_DIRECT","adipose tissue development","1.63%","5","289","40","10715","2.19e-2","1.00e+0","4.63","1.00e+0","1.00e+0","4.19e-3"
"GOTERM_MF_DIRECT","single-stranded 3'-5' DNA helicase activity","1.63%","5","282","36","10572","1.47e-2","5.15e-1","5.21","1.00e+0","5.08e-1","2.49e-3"
"GOTERM_MF_DIRECT","four-way junction helicase activity","1.63%","5","282","35","10572","1.34e-2","4.97e-1","5.36","1.00e+0","4.90e-1","2.20e-3"
"GOTERM_MF_DIRECT","forked DNA-dependent helicase activity","1.63%","5","282","35","10572","1.34e-2","4.97e-1","5.36","1.00e+0","4.90e-1","2.20e-3"
"GOTERM_BP_DIRECT","epigenetic regulation of gene expression","1.63%","5","289","32","10715","1.02e-2","1.00e+0","5.79","1.00e+0","1.00e+0","1.53e-3"
"UP_KW_BIOLOGICAL_PROCESS","Nonsense-mediated mRNA decay","1.63%","5","191","28","6312","9.25e-3","1.73e-1","5.90","5.02e-1","1.69e-1","1.34e-3"
"INTERPRO","Rossmann-like_a/b/a_fold","1.30%","4","295","40","10913","9.23e-2","1.00e+0","3.70","1.00e+0","1.00e+0","2.23e-2"
"GOTERM_BP_DIRECT","fibroblast proliferation","1.30%","4","289","40","10715","9.18e-2","1.00e+0","3.71","1.00e+0","1.00e+0","2.21e-2"
"GOTERM_BP_DIRECT","negative regulation of interleukin-6 production","1.30%","4","289","39","10715","8.65e-2","1.00e+0","3.80","1.00e+0","1.00e+0","2.03e-2"
"INTERPRO","Bromodomain","1.30%","4","295","37","10913","7.69e-2","1.00e+0","4.00","1.00e+0","1.00e+0","1.71e-2"
"INTERPRO","Bromodomain-like_sf","1.30%","4","295","37","10913","7.69e-2","1.00e+0","4.00","1.00e+0","1.00e+0","1.71e-2"
"GOTERM_MF_DIRECT","ADP binding","1.30%","4","282","36","10572","6.97e-2","1.00e+0","4.17","1.00e+0","9.88e-1","1.49e-2"
"UP_SEQ_FEATURE","DOMAIN:Bromo","1.30%","4","290","35","10616","6.90e-2","1.00e+0","4.18","1.00e+0","9.98e-1","1.47e-2"
"UP_KW_DOMAIN","Bromodomain","1.30%","4","203","34","7217","6.86e-2","4.28e-1","4.18","8.31e-1","4.11e-1","1.46e-2"
"GOTERM_BP_DIRECT","regulation of postsynapse organization","1.30%","4","289","34","10715","6.24e-2","1.00e+0","4.36","1.00e+0","1.00e+0","1.27e-2"
"GOTERM_BP_DIRECT","mRNA catabolic process","1.30%","4","289","31","10715","4.96e-2","1.00e+0","4.78","1.00e+0","1.00e+0","9.19e-3"
"GOTERM_BP_DIRECT","epithelial to mesenchymal transition","1.30%","4","289","31","10715","4.96e-2","1.00e+0","4.78","1.00e+0","1.00e+0","9.19e-3"
"GOTERM_BP_DIRECT","phosphatidylinositol phosphate biosynthetic process","1.30%","4","289","30","10715","4.57e-2","1.00e+0","4.94","1.00e+0","1.00e+0","8.17e-3"
"GOTERM_BP_DIRECT","B cell homeostasis","1.30%","4","289","30","10715","4.57e-2","1.00e+0","4.94","1.00e+0","1.00e+0","8.17e-3"
"GOTERM_MF_DIRECT","nuclear androgen receptor binding","1.30%","4","282","29","10572","4.08e-2","1.00e+0","5.17","1.00e+0","9.88e-1","6.96e-3"
"KEGG_PATHWAY","Primary immunodeficiency","1.30%","4","143","27","5022","3.94e-2","1.00e+0","5.20","1.00e+0","1.00e+0","6.64e-3"
"GOTERM_BP_DIRECT","mRNA stabilization","1.30%","4","289","28","10715","3.84e-2","1.00e+0","5.30","1.00e+0","1.00e+0","6.37e-3"
"GOTERM_BP_DIRECT","B cell activation","1.30%","4","289","28","10715","3.84e-2","1.00e+0","5.30","1.00e+0","1.00e+0","6.37e-3"
"INTERPRO","BRCT_dom_sf","1.30%","4","295","21","10913","1.80e-2","1.00e+0","7.05","1.00e+0","1.00e+0","2.18e-3"
"GOTERM_BP_DIRECT","negative regulation of interleukin-1 beta production","1.30%","4","289","21","10715","1.79e-2","1.00e+0","7.06","1.00e+0","1.00e+0","2.16e-3"
"GOTERM_CC_DIRECT","Cul2-RING ubiquitin ligase complex","1.30%","4","290","21","10838","1.75e-2","9.45e-1","7.12","9.99e-1","9.45e-1","2.10e-3"
"GOTERM_MF_DIRECT","telomerase RNA binding","1.30%","4","282","21","10572","1.73e-2","5.72e-1","7.14","1.00e+0","5.64e-1","2.07e-3"
"GOTERM_BP_DIRECT","monoatomic cation transmembrane transport","1.30%","4","289","20","10715","1.56e-2","1.00e+0","7.42","1.00e+0","1.00e+0","1.78e-3"
"GOTERM_BP_DIRECT","DNA methylation-dependent constitutive heterochromatin formation","1.30%","4","289","19","10715","1.35e-2","1.00e+0","7.81","1.00e+0","1.00e+0","1.46e-3"
"GOTERM_BP_DIRECT","interleukin-1 beta production","1.30%","4","289","17","10715","9.88e-3","1.00e+0","8.72","1.00e+0","1.00e+0","9.34e-4"
