"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"INTERPRO","Guanylate-bd_N","1.75%","5","286","16","22271","4.23e-5","4.75e-3","24.33","4.18e-2","4.71e-3","1.31e-6"
"INTERPRO","G_GB1_RHD3_dom","1.75%","5","286","16","22271","4.23e-5","4.75e-3","24.33","4.18e-2","4.71e-3","1.31e-6"
"UP_SEQ_FEATURE","DOMAIN:GB1/RHD3-type G","1.75%","5","281","16","22253","3.96e-5","2.66e-2","24.75","5.18e-2","2.66e-2","1.21e-6"
"INTERPRO","Guanylate-bd/ATL_C","1.75%","5","286","15","22271","3.21e-5","4.62e-3","25.96","3.18e-2","4.59e-3","9.11e-7"
"INTERPRO","Guanylate-bd_C_sf","1.75%","5","286","15","22271","3.21e-5","4.62e-3","25.96","3.18e-2","4.59e-3","9.11e-7"
"INTERPRO","GBP_C","1.75%","5","286","11","22271","8.07e-6","1.63e-3","35.40","8.11e-3","1.62e-3","1.46e-7"
"GOTERM_MF_DIRECT","single-stranded DNA binding","1.40%","4","277","111","28924","9.03e-2","9.28e-1","3.76","1.00e+0","9.18e-1","2.22e-2"
"UP_KW_BIOLOGICAL_PROCESS","Translocation","1.40%","4","157","78","11473","8.99e-2","1.00e+0","3.75","1.00e+0","1.00e+0","2.20e-2"
"GOTERM_CC_DIRECT","intracellular anatomical structure","1.40%","4","283","110","29722","8.73e-2","7.45e-1","3.82","1.00e+0","7.03e-1","2.12e-2"
"KEGG_PATHWAY","Drug metabolism - cytochrome P450","1.40%","4","140","72","9565","8.70e-2","1.00e+0","3.80","1.00e+0","1.00e+0","2.10e-2"
"GOTERM_BP_DIRECT","xenobiotic metabolic process","1.40%","4","281","106","29712","7.89e-2","1.00e+0","3.99","1.00e+0","9.94e-1","1.83e-2"
"UP_KW_DOMAIN","LIM domain","1.40%","4","209","70","14896","7.45e-2","5.87e-1","4.07","8.31e-1","5.87e-1","1.68e-2"
"GOTERM_BP_DIRECT","DNA replication","1.40%","4","281","103","29712","7.38e-2","1.00e+0","4.11","1.00e+0","9.94e-1","1.67e-2"
"GOTERM_MF_DIRECT","monooxygenase activity","1.40%","4","277","100","28924","7.09e-2","9.28e-1","4.18","1.00e+0","9.18e-1","1.58e-2"
"GOTERM_BP_DIRECT","response to toxic substance","1.40%","4","281","92","29712","5.64e-2","1.00e+0","4.60","1.00e+0","9.94e-1","1.14e-2"
"GOTERM_BP_DIRECT","positive regulation of inflammatory response","1.40%","4","281","90","29712","5.35e-2","1.00e+0","4.70","1.00e+0","9.94e-1","1.06e-2"
"KEGG_PATHWAY","Nucleotide excision repair","1.40%","4","140","58","9565","5.19e-2","1.00e+0","4.71","1.00e+0","1.00e+0","1.01e-2"
"GOTERM_BP_DIRECT","negative regulation of epithelial cell proliferation","1.40%","4","281","86","29712","4.79e-2","1.00e+0","4.92","1.00e+0","9.94e-1","9.07e-3"
"KEGG_PATHWAY","Pyrimidine metabolism","1.40%","4","140","56","9565","4.76e-2","1.00e+0","4.88","1.00e+0","1.00e+0","8.97e-3"
"UP_SEQ_FEATURE","CARBOHYD:O-linked (GlcNAc) serine","1.40%","4","281","64","22253","4.68e-2","1.00e+0","4.95","1.00e+0","1.00e+0","8.74e-3"
"GOTERM_BP_DIRECT","determination of left/right symmetry","1.40%","4","281","85","29712","4.65e-2","1.00e+0","4.98","1.00e+0","9.94e-1","8.71e-3"
"GOTERM_BP_DIRECT","killing of cells of another organism","1.40%","4","281","83","29712","4.38e-2","1.00e+0","5.10","1.00e+0","9.94e-1","8.02e-3"
"GOTERM_BP_DIRECT","positive regulation of osteoblast differentiation","1.40%","4","281","80","29712","4.00e-2","1.00e+0","5.29","1.00e+0","9.94e-1","7.06e-3"
"GOTERM_BP_DIRECT","skeletal muscle tissue development","1.40%","4","281","79","29712","3.88e-2","9.83e-1","5.35","1.00e+0","9.76e-1","6.75e-3"
"GOTERM_BP_DIRECT","negative regulation of NF-kappaB transcription factor activity","1.40%","4","281","77","29712","3.64e-2","9.54e-1","5.49","1.00e+0","9.49e-1","6.17e-3"
"GOTERM_BP_DIRECT","response to peptide hormone","1.40%","4","281","77","29712","3.64e-2","9.54e-1","5.49","1.00e+0","9.49e-1","6.17e-3"
"GOTERM_MF_DIRECT","chloride channel activity","1.40%","4","277","76","28924","3.63e-2","9.28e-1","5.50","1.00e+0","9.18e-1","6.16e-3"
"UP_KW_CELLULAR_COMPONENT","Proteasome","1.40%","4","248","52","18649","3.15e-2","3.87e-1","5.78","7.04e-1","3.76e-1","5.01e-3"
"GOTERM_BP_DIRECT","apoptotic signaling pathway","1.40%","4","281","72","29712","3.07e-2","9.09e-1","5.87","1.00e+0","9.03e-1","4.87e-3"
"INTERPRO","PMP22/EMP/MP20/Claudin","1.40%","4","286","51","22271","2.75e-2","1.00e+0","6.11","1.00e+0","9.94e-1","4.14e-3"
"GOTERM_BP_DIRECT","positive regulation of protein kinase activity","1.40%","4","281","67","29712","2.55e-2","8.18e-1","6.31","1.00e+0","8.13e-1","3.76e-3"
"UP_SEQ_FEATURE","DOMAIN:LIM zinc-binding 2","1.40%","4","281","50","22253","2.50e-2","1.00e+0","6.34","1.00e+0","1.00e+0","3.63e-3"
"UP_SEQ_FEATURE","DOMAIN:LIM zinc-binding 1","1.40%","4","281","50","22253","2.50e-2","1.00e+0","6.34","1.00e+0","1.00e+0","3.63e-3"
"GOTERM_BP_DIRECT","epidermis development","1.40%","4","281","65","29712","2.36e-2","7.96e-1","6.51","1.00e+0","7.91e-1","3.37e-3"
"GOTERM_BP_DIRECT","collagen fibril organization","1.40%","4","281","61","29712","1.99e-2","7.25e-1","6.93","1.00e+0","7.20e-1","2.68e-3"
"GOTERM_BP_DIRECT","glutathione metabolic process","1.40%","4","281","55","29712","1.51e-2","6.26e-1","7.69","1.00e+0","6.23e-1","1.83e-3"
"GOTERM_BP_DIRECT","positive regulation of epithelial to mesenchymal transition","1.40%","4","281","53","29712","1.37e-2","6.00e-1","7.98","1.00e+0","5.96e-1","1.59e-3"
"GOTERM_BP_DIRECT","blood vessel remodeling","1.40%","4","281","52","29712","1.30e-2","5.98e-1","8.13","1.00e+0","5.94e-1","1.48e-3"
"GOTERM_BP_DIRECT","positive regulation of G1/S transition of mitotic cell cycle","1.40%","4","281","47","29712","9.89e-3","5.60e-1","9.00","1.00e+0","5.57e-1","1.01e-3"
"GOTERM_BP_DIRECT","regulation of ERK1 and ERK2 cascade","1.40%","4","281","42","29712","7.25e-3","4.81e-1","10.07","1.00e+0","4.78e-1","6.61e-4"
"GOTERM_BP_DIRECT","monocyte differentiation","1.40%","4","281","28","29712","2.28e-3","2.19e-1","15.11","9.88e-1","2.18e-1","1.34e-4"
"INTERPRO","PMP-22/EMP/MP20-like","1.40%","4","286","13","22271","5.39e-4","4.95e-2","23.96","4.20e-1","4.91e-2","1.74e-5"
"INTERPRO","PMP22_EMP_MP20","1.40%","4","286","7","22271","6.99e-5","7.05e-3","44.50","6.81e-2","7.00e-3","9.04e-7"
"UP_KW_CELLULAR_COMPONENT","Nuclear pore complex","1.05%","3","248","40","18649","9.82e-2","5.10e-1","5.64","9.80e-1","4.96e-1","1.60e-2"
"UP_SEQ_FEATURE","REGION:Linker","1.05%","3","281","42","22253","9.79e-2","1.00e+0","5.66","1.00e+0","1.00e+0","1.59e-2"
"INTERPRO","RA_dom","1.05%","3","286","41","22271","9.67e-2","1.00e+0","5.70","1.00e+0","9.94e-1","1.56e-2"
"GOTERM_CC_DIRECT","presynaptic active zone","1.05%","3","283","55","29722","9.60e-2","7.81e-1","5.73","1.00e+0","7.37e-1","1.56e-2"
"KEGG_PATHWAY","Primary immunodeficiency","1.05%","3","140","36","9565","9.59e-2","1.00e+0","5.69","1.00e+0","1.00e+0","1.54e-2"
"KEGG_PATHWAY","DNA replication","1.05%","3","140","36","9565","9.59e-2","1.00e+0","5.69","1.00e+0","1.00e+0","1.54e-2"
"UP_SEQ_FEATURE","DOMAIN:GST C-terminal","1.05%","3","281","41","22253","9.40e-2","1.00e+0","5.79","1.00e+0","1.00e+0","1.49e-2"
"UP_SEQ_FEATURE","DOMAIN:Ras-associating","1.05%","3","281","41","22253","9.40e-2","1.00e+0","5.79","1.00e+0","1.00e+0","1.49e-2"
"GOTERM_BP_DIRECT","regulation of cell adhesion","1.05%","3","281","53","29712","8.92e-2","1.00e+0","5.99","1.00e+0","9.94e-1","1.38e-2"
"GOTERM_BP_DIRECT","tumor necrosis factor-mediated signaling pathway","1.05%","3","281","53","29712","8.92e-2","1.00e+0","5.99","1.00e+0","9.94e-1","1.38e-2"
"GOTERM_BP_DIRECT","negative regulation of gene expression, epigenetic","1.05%","3","281","52","29712","8.63e-2","1.00e+0","6.10","1.00e+0","9.94e-1","1.31e-2"
"GOTERM_BP_DIRECT","positive regulation of tyrosine phosphorylation of STAT protein","1.05%","3","281","52","29712","8.63e-2","1.00e+0","6.10","1.00e+0","9.94e-1","1.31e-2"
"BIOCARTA","IL12 and Stat4 Dependent Signaling Pathway in Th1 Development","1.05%","3","30","22","1286","8.59e-2","3.77e-1","5.85","9.94e-1","3.50e-1","1.31e-2"
"BIOCARTA","Stathmin and breast cancer resistance to antimicrotubule agents","1.05%","3","30","22","1286","8.59e-2","3.77e-1","5.85","9.94e-1","3.50e-1","1.31e-2"
"GOTERM_MF_DIRECT","single-stranded RNA binding","1.05%","3","277","51","28924","8.53e-2","9.28e-1","6.14","1.00e+0","9.18e-1","1.29e-2"
"GOTERM_MF_DIRECT","chemokine activity","1.05%","3","277","51","28924","8.53e-2","9.28e-1","6.14","1.00e+0","9.18e-1","1.29e-2"
"GOTERM_CC_DIRECT","sarcomere","1.05%","3","283","51","29722","8.45e-2","7.42e-1","6.18","1.00e+0","6.99e-1","1.27e-2"
"GOTERM_BP_DIRECT","animal organ regeneration","1.05%","3","281","51","29712","8.35e-2","1.00e+0","6.22","1.00e+0","9.94e-1","1.25e-2"
"INTERPRO","Glutathione-S-Trfase_C-like","1.05%","3","286","37","22271","8.11e-2","1.00e+0","6.31","1.00e+0","9.94e-1","1.18e-2"
"BIOCARTA","Activation of Csk by cAMP-dependent Protein Kinase Inhibits Signaling through the T Cell Receptor","1.05%","3","30","21","1286","7.92e-2","3.77e-1","6.12","9.91e-1","3.50e-1","1.15e-2"
"UP_KW_BIOLOGICAL_PROCESS","Host-virus interaction","1.05%","3","157","34","11473","7.77e-2","1.00e+0","6.45","1.00e+0","1.00e+0","1.10e-2"
"INTERPRO","Chemokine_b/g/d","1.05%","3","286","36","22271","7.74e-2","1.00e+0","6.49","1.00e+0","9.94e-1","1.09e-2"
"INTERPRO","Glutathione_S-Trfase","1.05%","3","286","36","22271","7.74e-2","1.00e+0","6.49","1.00e+0","9.94e-1","1.09e-2"
"BIOCARTA","Role of Tob in T-cell activation","1.05%","3","30","20","1286","7.26e-2","3.77e-1","6.43","9.86e-1","3.50e-1","1.00e-2"
"GOTERM_BP_DIRECT","negative regulation of smooth muscle cell proliferation","1.05%","3","281","47","29712","7.25e-2","1.00e+0","6.75","1.00e+0","9.94e-1","9.99e-3"
"GOTERM_BP_DIRECT","positive regulation of bone mineralization","1.05%","3","281","46","29712","6.99e-2","1.00e+0","6.90","1.00e+0","9.94e-1","9.41e-3"
"GOTERM_BP_DIRECT","positive regulation of calcium-mediated signaling","1.05%","3","281","45","29712","6.72e-2","1.00e+0","7.05","1.00e+0","9.94e-1","8.86e-3"
"KEGG_PATHWAY","Antifolate resistance","1.05%","3","140","29","9565","6.60e-2","1.00e+0","7.07","1.00e+0","1.00e+0","8.49e-3"
"GOTERM_BP_DIRECT","positive regulation of smooth muscle cell migration","1.05%","3","281","44","29712","6.46e-2","1.00e+0","7.21","1.00e+0","9.94e-1","8.33e-3"
"GOTERM_BP_DIRECT","regulation of lipid metabolic process","1.05%","3","281","44","29712","6.46e-2","1.00e+0","7.21","1.00e+0","9.94e-1","8.33e-3"
"GOTERM_BP_DIRECT","endoderm development","1.05%","3","281","43","29712","6.21e-2","1.00e+0","7.38","1.00e+0","9.94e-1","7.81e-3"
"GOTERM_BP_DIRECT","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","1.05%","3","281","43","29712","6.21e-2","1.00e+0","7.38","1.00e+0","9.94e-1","7.81e-3"
"UP_SEQ_FEATURE","DOMAIN:Chemokine interleukin-8-like","1.05%","3","281","32","22253","6.11e-2","1.00e+0","7.42","1.00e+0","1.00e+0","7.54e-3"
"GOTERM_MF_DIRECT","protein phosphatase 2A binding","1.05%","3","277","42","28924","6.09e-2","9.28e-1","7.46","1.00e+0","9.18e-1","7.57e-3"
"BIOCARTA","The Co-Stimulatory Signal During T-cell Activation","1.05%","3","30","18","1286","6.01e-2","3.77e-1","7.14","9.71e-1","3.50e-1","7.39e-3"
"SMART","RA","1.05%","3","151","29","10943","5.95e-2","1.00e+0","7.50","1.00e+0","1.00e+0","7.24e-3"
"KEGG_PATHWAY","Folate transport and metabolism","1.05%","3","140","27","9565","5.81e-2","1.00e+0","7.59","1.00e+0","1.00e+0","6.94e-3"
"GOTERM_BP_DIRECT","positive regulation of BMP signaling pathway","1.05%","3","281","40","29712","5.46e-2","1.00e+0","7.93","1.00e+0","9.94e-1","6.39e-3"
"BIOCARTA","NO2-dependent IL 12 Pathway in NK cells","1.05%","3","30","17","1286","5.42e-2","3.77e-1","7.56","9.58e-1","3.50e-1","6.25e-3"
"GOTERM_BP_DIRECT","regulation of canonical NF-kappaB signal transduction","1.05%","3","281","39","29712","5.22e-2","1.00e+0","8.13","1.00e+0","9.94e-1","5.95e-3"
"GOTERM_BP_DIRECT","positive regulation of phosphorylation","1.05%","3","281","39","29712","5.22e-2","1.00e+0","8.13","1.00e+0","9.94e-1","5.95e-3"
"UP_SEQ_FEATURE","REPEAT:TPR 9","1.05%","3","281","29","22253","5.13e-2","1.00e+0","8.19","1.00e+0","1.00e+0","5.71e-3"
"GOTERM_BP_DIRECT","blood vessel morphogenesis","1.05%","3","281","38","29712","4.98e-2","1.00e+0","8.35","1.00e+0","9.94e-1","5.53e-3"
"GOTERM_BP_DIRECT","positive regulation of osteoclast differentiation","1.05%","3","281","38","29712","4.98e-2","1.00e+0","8.35","1.00e+0","9.94e-1","5.53e-3"
"GOTERM_BP_DIRECT","positive regulation of collagen biosynthetic process","1.05%","3","281","37","29712","4.75e-2","1.00e+0","8.57","1.00e+0","9.94e-1","5.13e-3"
"GOTERM_BP_DIRECT","positive regulation of cell-matrix adhesion","1.05%","3","281","36","29712","4.52e-2","1.00e+0","8.81","1.00e+0","9.94e-1","4.74e-3"
"BIOCARTA","CTL mediated immune response against target cells","1.05%","3","30","15","1286","4.30e-2","3.50e-1","8.57","9.18e-1","3.26e-1","4.32e-3"
"GOTERM_BP_DIRECT","negative regulation of endothelial cell proliferation","1.05%","3","281","35","29712","4.29e-2","1.00e+0","9.06","1.00e+0","9.94e-1","4.38e-3"
"BIOCARTA","IL 17 Signaling Pathway","1.05%","3","30","14","1286","3.78e-2","3.50e-1","9.19","8.89e-1","3.26e-1","3.51e-3"
"GOTERM_BP_DIRECT","lipoprotein metabolic process","1.05%","3","281","31","29712","3.44e-2","9.46e-1","10.23","1.00e+0","9.40e-1","3.09e-3"
"GOTERM_BP_DIRECT","negative regulation of TOR signaling","1.05%","3","281","31","29712","3.44e-2","9.46e-1","10.23","1.00e+0","9.40e-1","3.09e-3"
"GOTERM_BP_DIRECT","release of cytochrome c from mitochondria","1.05%","3","281","31","29712","3.44e-2","9.46e-1","10.23","1.00e+0","9.40e-1","3.09e-3"
"BIOCARTA","T Helper Cell Surface Molecules","1.05%","3","30","13","1286","3.28e-2","3.50e-1","9.89","8.51e-1","3.26e-1","2.80e-3"
"BIOCARTA","T Cytotoxic Cell Surface Molecules","1.05%","3","30","13","1286","3.28e-2","3.50e-1","9.89","8.51e-1","3.26e-1","2.80e-3"
"GOTERM_CC_DIRECT","high-density lipoprotein particle","1.05%","3","283","30","29722","3.28e-2","3.57e-1","10.50","1.00e+0","3.37e-1","2.87e-3"
"GOTERM_BP_DIRECT","leukocyte cell-cell adhesion","1.05%","3","281","30","29712","3.24e-2","9.30e-1","10.57","1.00e+0","9.25e-1","2.81e-3"
"GOTERM_BP_DIRECT","negative regulation of type I interferon-mediated signaling pathway","1.05%","3","281","30","29712","3.24e-2","9.30e-1","10.57","1.00e+0","9.25e-1","2.81e-3"
"GOTERM_CC_DIRECT","Golgi lumen","1.05%","3","283","29","29722","3.08e-2","3.47e-1","10.86","1.00e+0","3.28e-1","2.60e-3"
"GOTERM_BP_DIRECT","negative regulation of miRNA transcription","1.05%","3","281","29","29712","3.04e-2","9.09e-1","10.94","1.00e+0","9.03e-1","2.55e-3"
"UP_SEQ_FEATURE","REPEAT:TPR 10","1.05%","3","281","21","22253","2.83e-2","1.00e+0","11.31","1.00e+0","1.00e+0","2.24e-3"
"GOTERM_CC_DIRECT","very-low-density lipoprotein particle","1.05%","3","283","27","29722","2.69e-2","3.27e-1","11.67","1.00e+0","3.09e-1","2.11e-3"
"GOTERM_BP_DIRECT","T cell costimulation","1.05%","3","281","26","29712","2.48e-2","8.13e-1","12.20","1.00e+0","8.07e-1","1.85e-3"
"UP_SEQ_FEATURE","DOMAIN:TSP type-1","1.05%","3","281","19","22253","2.34e-2","1.00e+0","12.50","1.00e+0","1.00e+0","1.66e-3"
"GOTERM_BP_DIRECT","positive regulation of protein localization to cell surface","1.05%","3","281","25","29712","2.30e-2","7.92e-1","12.69","1.00e+0","7.87e-1","1.65e-3"
"GOTERM_BP_DIRECT","positive regulation of chemotaxis","1.05%","3","281","24","29712","2.13e-2","7.60e-1","13.22","1.00e+0","7.55e-1","1.46e-3"
"BIOCARTA","HIV Induced T Cell Apoptosis","1.05%","3","30","10","1286","1.98e-2","3.50e-1","12.86","6.79e-1","3.26e-1","1.23e-3"
"BIOCARTA","Lck and Fyn tyrosine kinases in initiation of TCR Activation","1.05%","3","30","10","1286","1.98e-2","3.50e-1","12.86","6.79e-1","3.26e-1","1.23e-3"
"GOTERM_BP_DIRECT","negative regulation of blood vessel endothelial cell migration","1.05%","3","281","22","29712","1.81e-2","6.85e-1","14.42","1.00e+0","6.80e-1","1.13e-3"
"GOTERM_BP_DIRECT","blood vessel endothelial cell migration","1.05%","3","281","21","29712","1.65e-2","6.49e-1","15.11","1.00e+0","6.45e-1","9.81e-4"
"GOTERM_BP_DIRECT","cellular response to exogenous dsRNA","1.05%","3","281","19","29712","1.36e-2","6.00e-1","16.70","1.00e+0","5.96e-1","7.25e-4"
"GOTERM_BP_DIRECT","negative regulation of oligodendrocyte differentiation","1.05%","3","281","18","29712","1.23e-2","5.90e-1","17.62","1.00e+0","5.86e-1","6.15e-4"
"INTERPRO","ApoL","1.05%","3","286","13","22271","1.16e-2","9.00e-1","17.97","1.00e+0","8.94e-1","5.45e-4"
"GOTERM_MF_DIRECT","actinin binding","1.05%","3","277","17","28924","1.12e-2","4.55e-1","18.43","9.98e-1","4.50e-1","5.35e-4"
"GOTERM_BP_DIRECT","positive regulation of calcium ion transport into cytosol","1.05%","3","281","17","29712","1.10e-2","5.86e-1","18.66","1.00e+0","5.83e-1","5.16e-4"
"GOTERM_MF_DIRECT","sequence-specific mRNA binding","1.05%","3","277","16","28924","9.97e-3","4.35e-1","19.58","9.97e-1","4.30e-1","4.44e-4"
"GOTERM_CC_DIRECT","alpha-beta T cell receptor complex","1.05%","3","283","15","29722","8.68e-3","1.37e-1","21.00","9.36e-1","1.29e-1","3.57e-4"
"GOTERM_BP_DIRECT","tetrahydrofolate interconversion","1.05%","3","281","15","29712","8.57e-3","5.18e-1","21.15","1.00e+0","5.15e-1","3.50e-4"
"GOTERM_BP_DIRECT","interleukin-27-mediated signaling pathway","1.05%","3","281","15","29712","8.57e-3","5.18e-1","21.15","1.00e+0","5.15e-1","3.50e-4"
"GOTERM_CC_DIRECT","ribbon synapse","1.05%","3","283","12","29722","5.56e-3","9.76e-2","26.26","8.28e-1","9.21e-2","1.76e-4"
"BIOCARTA","T Cell Receptor and CD3 Complex","1.05%","3","30","5","1286","4.71e-3","2.68e-1","25.72","2.36e-1","2.50e-1","1.11e-4"
"GOTERM_BP_DIRECT","bleb assembly","1.05%","3","281","11","29712","4.60e-3","3.51e-1","28.84","1.00e+0","3.49e-1","1.31e-4"
"SMART","ITAM","1.05%","3","151","7","10943","3.75e-3","5.58e-1","31.06","4.28e-1","5.58e-1","8.66e-5"
"INTERPRO","Phos_immunorcpt_sig_ITAM","1.05%","3","286","7","22271","3.28e-3","2.76e-1","33.37","9.64e-1","2.74e-1","7.06e-5"
"GOTERM_BP_DIRECT","toxin metabolic process","1.05%","3","281","9","29712","3.05e-3","2.80e-1","35.25","9.97e-1","2.78e-1","6.74e-5"
"UP_SEQ_FEATURE","REGION:GTPase domain (Globular)","1.05%","3","281","6","22253","2.29e-3","1.00e+0","39.60","9.54e-1","1.00e+0","3.87e-5"
"GOTERM_CC_DIRECT","symbiont-containing vacuole membrane","1.05%","3","283","7","29722","1.83e-3","4.44e-2","45.01","4.39e-1","4.18e-2","2.91e-5"
"GOTERM_BP_DIRECT","response to type I interferon","0.70%","2","281","11","29712","9.89e-2","1.00e+0","19.22","1.00e+0","9.94e-1","4.63e-3"
"GOTERM_BP_DIRECT","centriole-centriole cohesion","0.70%","2","281","11","29712","9.89e-2","1.00e+0","19.22","1.00e+0","9.94e-1","4.63e-3"
"GOTERM_BP_DIRECT","positive regulation of RIG-I signaling pathway","0.70%","2","281","11","29712","9.89e-2","1.00e+0","19.22","1.00e+0","9.94e-1","4.63e-3"
"GOTERM_BP_DIRECT","negative regulation of AIM2 inflammasome complex assembly","0.70%","2","281","11","29712","9.89e-2","1.00e+0","19.22","1.00e+0","9.94e-1","4.63e-3"
"GOTERM_BP_DIRECT","anoikis","0.70%","2","281","11","29712","9.89e-2","1.00e+0","19.22","1.00e+0","9.94e-1","4.63e-3"
"GOTERM_BP_DIRECT","ganglioside biosynthetic process","0.70%","2","281","11","29712","9.89e-2","1.00e+0","19.22","1.00e+0","9.94e-1","4.63e-3"
"GOTERM_BP_DIRECT","positive regulation of endothelial cell differentiation","0.70%","2","281","11","29712","9.89e-2","1.00e+0","19.22","1.00e+0","9.94e-1","4.63e-3"
"INTERPRO","Proteasome_alpha","0.70%","2","286","8","22271","9.79e-2","1.00e+0","19.47","1.00e+0","9.94e-1","4.37e-3"
"INTERPRO","Proteasome_asu_N","0.70%","2","286","8","22271","9.79e-2","1.00e+0","19.47","1.00e+0","9.94e-1","4.37e-3"
"INTERPRO","Proteasome_alpha-type","0.70%","2","286","8","22271","9.79e-2","1.00e+0","19.47","1.00e+0","9.94e-1","4.37e-3"
"INTERPRO","2-5OAS_C_CS","0.70%","2","286","8","22271","9.79e-2","1.00e+0","19.47","1.00e+0","9.94e-1","4.37e-3"
"UP_SEQ_FEATURE","DOMAIN:Proteasome alpha-type subunits","0.70%","2","281","8","22253","9.64e-2","1.00e+0","19.80","1.00e+0","1.00e+0","4.23e-3"
"GOTERM_BP_DIRECT","coronary artery morphogenesis","0.70%","2","281","10","29712","9.04e-2","1.00e+0","21.15","1.00e+0","9.94e-1","3.81e-3"
"GOTERM_BP_DIRECT","membranous septum morphogenesis","0.70%","2","281","10","29712","9.04e-2","1.00e+0","21.15","1.00e+0","9.94e-1","3.81e-3"
"GOTERM_BP_DIRECT","response to UV-C","0.70%","2","281","10","29712","9.04e-2","1.00e+0","21.15","1.00e+0","9.94e-1","3.81e-3"
"GOTERM_BP_DIRECT","negative regulation of cell-cell adhesion mediated by cadherin","0.70%","2","281","10","29712","9.04e-2","1.00e+0","21.15","1.00e+0","9.94e-1","3.81e-3"
"INTERPRO","Viral_Envelope_Glycoprotein","0.70%","2","286","7","22271","8.62e-2","1.00e+0","22.25","1.00e+0","9.94e-1","3.31e-3"
"UP_SEQ_FEATURE","MUTAGEN:K->M: Loss of kinase activity.","0.70%","2","281","7","22253","8.48e-2","1.00e+0","22.63","1.00e+0","1.00e+0","3.20e-3"
"GOTERM_MF_DIRECT","N,N-dimethylaniline monooxygenase activity","0.70%","2","277","9","28924","8.27e-2","9.28e-1","23.20","1.00e+0","9.18e-1","3.15e-3"
"GOTERM_MF_DIRECT","hypotaurine monooxygenase activity","0.70%","2","277","9","28924","8.27e-2","9.28e-1","23.20","1.00e+0","9.18e-1","3.15e-3"
"GOTERM_MF_DIRECT","phosphatidylcholine floppase activity","0.70%","2","277","9","28924","8.27e-2","9.28e-1","23.20","1.00e+0","9.18e-1","3.15e-3"
"GOTERM_BP_DIRECT","NADPH oxidation","0.70%","2","281","9","29712","8.17e-2","1.00e+0","23.50","1.00e+0","9.94e-1","3.07e-3"
"GOTERM_BP_DIRECT","glycosphingolipid metabolic process","0.70%","2","281","9","29712","8.17e-2","1.00e+0","23.50","1.00e+0","9.94e-1","3.07e-3"
"GOTERM_BP_DIRECT","adhesion of symbiont to host","0.70%","2","281","9","29712","8.17e-2","1.00e+0","23.50","1.00e+0","9.94e-1","3.07e-3"
"GOTERM_BP_DIRECT","negative regulation of cytokine-mediated signaling pathway","0.70%","2","281","9","29712","8.17e-2","1.00e+0","23.50","1.00e+0","9.94e-1","3.07e-3"
"SMART","LysM","0.70%","2","151","6","10943","7.95e-2","1.00e+0","24.16","1.00e+0","1.00e+0","2.74e-3"
"INTERPRO","LysM_dom_sf","0.70%","2","286","6","22271","7.44e-2","1.00e+0","25.96","1.00e+0","9.94e-1","2.38e-3"
"INTERPRO","LysM_dom","0.70%","2","286","6","22271","7.44e-2","1.00e+0","25.96","1.00e+0","9.94e-1","2.38e-3"
"GOTERM_MF_DIRECT","CCR5 chemokine receptor binding","0.70%","2","277","8","28924","7.38e-2","9.28e-1","26.10","1.00e+0","9.18e-1","2.46e-3"
"GOTERM_CC_DIRECT","proteasome core complex, alpha-subunit complex","0.70%","2","283","8","29722","7.34e-2","6.63e-1","26.26","1.00e+0","6.25e-1","2.44e-3"
"UP_SEQ_FEATURE","DOMAIN:Ubiquitin-like 2","0.70%","2","281","6","22253","7.32e-2","1.00e+0","26.40","1.00e+0","1.00e+0","2.30e-3"
"UP_SEQ_FEATURE","DOMAIN:Ubiquitin-like 1","0.70%","2","281","6","22253","7.32e-2","1.00e+0","26.40","1.00e+0","1.00e+0","2.30e-3"
"UP_SEQ_FEATURE","DOMAIN:LysM","0.70%","2","281","6","22253","7.32e-2","1.00e+0","26.40","1.00e+0","1.00e+0","2.30e-3"
"GOTERM_BP_DIRECT","positive regulation of pyroptotic inflammatory response","0.70%","2","281","8","29712","7.30e-2","1.00e+0","26.43","1.00e+0","9.94e-1","2.40e-3"
"GOTERM_BP_DIRECT","tetrahydrofolate metabolic process","0.70%","2","281","8","29712","7.30e-2","1.00e+0","26.43","1.00e+0","9.94e-1","2.40e-3"
"GOTERM_MF_DIRECT","hydroperoxy icosatetraenoate dehydratase activity","0.70%","2","277","7","28924","6.49e-2","9.28e-1","29.83","1.00e+0","9.18e-1","1.86e-3"
"GOTERM_BP_DIRECT","regulation of kinase activity","0.70%","2","281","7","29712","6.41e-2","1.00e+0","30.21","1.00e+0","9.94e-1","1.81e-3"
"GOTERM_BP_DIRECT","positive regulation of cell-cell adhesion mediated by integrin","0.70%","2","281","7","29712","6.41e-2","1.00e+0","30.21","1.00e+0","9.94e-1","1.81e-3"
"GOTERM_BP_DIRECT","cytolysis in another organism","0.70%","2","281","7","29712","6.41e-2","1.00e+0","30.21","1.00e+0","9.94e-1","1.81e-3"
"INTERPRO","PH_APBB1IP","0.70%","2","286","5","22271","6.24e-2","1.00e+0","31.15","1.00e+0","9.94e-1","1.60e-3"
